ticket_num,location,city,state,zip
52622835,802 E OAKWOOD BLVD,Chicago,IL,
52622836,803 E OAKWOOD BLVD,Chicago,IL,
52622838,805 E OAKWOOD BLVD,Chicago,IL,
52622839,805 E OAKWOOD BLVD,Chicago,IL,
52622840,807 E OAKWOOD BLVD,Chicago,IL,
52623038,806 E OAKDWOOD BLVD,Chicago,IL,
52623039,806 E OAKDWOOD BLVD,Chicago,IL,
52623040,808 E OAKWOOD BLVD,Chicago,IL,
52623041,808 E OAKDWOOD BLVD,Chicago,IL,
52623042,810 E OAKDWOOD BLVD,Chicago,IL,
52623043,810 E OAKDWOOD BLVD,Chicago,IL,
52071414,1601 N LAKE SHORE DR,Chicago,IL,
48126834,225 S CANAL,Chicago,IL,
48126835,225 S CANAL,Chicago,IL,
48126836,225 S CANAL,Chicago,IL,
48126837,225 S CANAL,Chicago,IL,
48127287,2255 S CANAL,Chicago,IL,
48127288,225 S CAAL,Chicago,IL,
48127290,225 S CANAL,Chicago,IL,
51886564,3944 W DIVERSEY,Chicago,IL,
52535524,8236 S SOUTHSHORE,Chicago,IL,
52657585,1115 W WASHINGTON,Chicago,IL,
52622843,5043 S DREXEL,Chicago,IL,
52623005,4915 S DREXEL,Chicago,IL,
52680701,1549 S BLUE ISLAND,Chicago,IL,
52680702,1551 S BLUE ISLAND,Chicago,IL,
52680703,1553 S BLUE ISLAND,Chicago,IL,
52680704,15587 S BLUE ISLAND,Chicago,IL,
52680705,1511 S BLUE ISLAND,Chicago,IL,
52680706,1510 S BLUE ISLAND,Chicago,IL,
52680707,1512 S BLUE ISLAND,Chicago,IL,
52680708,1514 S BLUE ISLAND,Chicago,IL,
52682031,1539 S BLUE ISLAND,Chicago,IL,
52682032,1509 S BLUE ISLAND,Chicago,IL,
52682033,1507 S BLUE ISLAND,Chicago,IL,
52682034,1505 S BLUE ISLAND,Chicago,IL,
52682035,1501 S BLUE ISLAND,Chicago,IL,
52514322,6932 N SACRAMENTO,Chicago,IL,
52534570,3111 E 77TH ST,Chicago,IL,
52784734,300 W MONTROSE HBR,Chicago,IL,
52784735,300 W MONTROSE HBR,Chicago,IL,
52325621,295 W WARREN,Chicago,IL,
52638633,2033 W DIVISION,Chicago,IL,
52079234,1557 S BLUEISLAND,Chicago,IL,
52079235,1601 S BLUEISLAND,Chicago,IL,
52079236,1607 S BLUEISLAND,Chicago,IL,
52684032,1534 S BLUE ISLAND,Chicago,IL,
52684033,1543 S BLUE ISLAND,Chicago,IL,
52684034,1547 S BLUE ISLAND,Chicago,IL,
52493439,3226 N HALSTED,Chicago,IL,
52638644,2023 W DIVISION,Chicago,IL,
52744379,3259 E 95TH ST,Chicago,IL,
52073008,239 E RANDOLPH,Chicago,IL,
52479397,5536 S RUSSELL,Chicago,IL,
52679849,1539 S BLUE ISLAND,Chicago,IL,
52679850,1535 S BLUE ISLAND,Chicago,IL,
52684311,1541 S BLUE ISLAND,Chicago,IL,
52684312,1551 S BLUEISLAND,Chicago,IL,
52684313,1553 S BLUEISLAND,Chicago,IL,
52684314,1530 S BLUEISLAND,Chicago,IL,
52684315,1532 S BLUEISLAND,Chicago,IL,
52737843,1440 N HUMBOLDT,Chicago,IL,
52522716,1331 S WABASH,Chicago,IL,
52785783,3339 N HALSTED,Chicago,IL,
48127329,225 S CANAL,Chicago,IL,
52523307,500 E 21ST,Chicago,IL,
51509664,3523 S KING DR,Chicago,IL,
52071867,558 E GRAND AVE,Chicago,IL,
52800099,1226 S WABASH,Chicago,IL,
52408583,4402 W LAWRENCE,Chicago,IL,
52787801,3263 N CLARK,Chicago,IL,
52534272,7715 S SOUTH SHORE,Chicago,IL,
52695235,2943 W 67TH,Chicago,IL,
52788797,3517 N CLARK,Chicago,IL,
52834614,6601 N WESTERN,Chicago,IL,
52243926,1513 S BLUE ISLAND,Chicago,IL,
52243927,1511 S BLUE ISLAND,Chicago,IL,
52243928,1509 S BLUE ISLAND,Chicago,IL,
52459457,2266  LINCOLN,Chicago,IL,
52685995,1551 S BLUE ISLAND,Chicago,IL,
52685997,1547 S BLUE ISLAND,Chicago,IL,
52685998,1547 S BLUE ISLAND,Chicago,IL,
52750246,4545 S DREXEL,Chicago,IL,
52751964,4554 S DREXEL,Chicago,IL,
52453543,5016 W LAWRENCE,Chicago,IL,
52685996,1549 S BLUE ISLAND,Chicago,IL,
52685999,1547 S BLUE ISLAND,Chicago,IL,
52686000,1509 S BLUE ISLAND,Chicago,IL,
52825700,1513 S BLUE ISLAND,Chicago,IL,
52751955,5047 S DREXEL,Chicago,IL,
52791360,3821 N BROADWAY,Chicago,IL,
52791361,4026 N CLARENDON,Chicago,IL,
52791372,3934 N CLARENDON,Chicago,IL,
52827040,1551 S BLUE ISLAND,Chicago,IL,
52827041,1549 S BLUE ISLAND,Chicago,IL,
52827042,1549 S BLUE ISLAND AVE,Chicago,IL,
52827043,1537 S BLUE ISLAND,Chicago,IL,
52866872,1405 N WELLS,Chicago,IL,
52867586,2118 N HALSTED,Chicago,IL,
50466919,1512 W MARQUETTE,Chicago,IL,
52637399,1959 W DIVISION,Chicago,IL,
52645926,1360 N WELLS,Chicago,IL,
52645929,1601 N LAKESHORE DR,Chicago,IL,
52645942,1601 N LAKESHORE DR,Chicago,IL,
52864364,1648 N WELLS,Chicago,IL,
52866540,1601 N LAKESHORE DR,Chicago,IL,
52988827,3245 N HALSTED,Chicago,IL,
51854794,1473 S BLUEISLAND,Chicago,IL,
51854795,1512 S BLUEISLAND,Chicago,IL,
52645930,1601 N LAKESHORE DR,Chicago,IL,
52680719,1507 S BLUE ISLAND,Chicago,IL,
52685820,1473 S BLUE ISLAND,Chicago,IL,
52826958,1549 S BLUE ISLAND,Chicago,IL,
52826959,1547 S BLUE ISLAND,Chicago,IL,
52937381,1534 N WELLS,Chicago,IL,
52976241,4520 S DREXEL BLVD,Chicago,IL,
52976242,4736 S DREXEL BLVD,Chicago,IL,
52260850,2624 N LINCOLN,Chicago,IL,
52683051,1551 S BLUE ISLAND,Chicago,IL,
52683052,1551 S BLUE ISLAND,Chicago,IL,
52683053,1551 S BLUE ISLAND,Chicago,IL,
52988588,3311 N HALSTED,Chicago,IL,
52071974,1504 N WELLS,Chicago,IL,
52682976,1551 S BLUE ISLAND,Chicago,IL,
52682977,1549 S BLUEISLAND,Chicago,IL,
52685696,1551 S BLUE ISLAND,Chicago,IL,
52685697,1551 S BLUEISLAND,Chicago,IL,
52936901,1723 N WELLS,Chicago,IL,
52936914,1616 N WELLS,Chicago,IL,
52325796,330 N DAMEN,Chicago,IL,
52428874,4518 S DREXEL,Chicago,IL,
52889245,1655 W DIVISION,Chicago,IL,
52989877,3705 N HALSTED,Chicago,IL,
52991516,3417 N HALSTED,Chicago,IL,
53006935,1713 N WELLS,Chicago,IL,
52785299,3418 N HALSTED,Chicago,IL,
52826973,1165 W 18TH ST,Chicago,IL,
52889236,2145 W DIVISION,Chicago,IL,
48127031,225 S CANAL,Chicago,IL,
52685695,1551 S BLUE ISLAND,Chicago,IL,
52850058,1442 W MARQUETT,Chicago,IL,
52979208,1554 S DREXEL BLVD,Chicago,IL,
52683188,1551 S BLUEISLAND,Chicago,IL,
52683189,1551 S BLUEISLAND,Chicago,IL,
52683190,1551 S BLUEISLAND,Chicago,IL,
52683191,1551 S BLUEISLAND,Chicago,IL,
52683192,1553 S BLUEISLAND,Chicago,IL,
52683193,1553 S BLUEISLAND,Chicago,IL,
52992866,3418 N HALSTED,Chicago,IL,
52731182,3854 S HALSTED,Chicago,IL,
52978716,4611 S DREXEL,Chicago,IL,
52978717,4742 S DREXEL,Chicago,IL,
52978724,4611 S DREXEL,Chicago,IL,
52979212,4810 S DREXEL,Chicago,IL,
52979220,4131 S DREXEL,Chicago,IL,
52979232,221 E 26TH STREET,Chicago,IL,
52979233,4657 S DREXEL,Chicago,IL,
52979328,5043 S DREXEL,Chicago,IL,
52979330,6039 S DREXEL,Chicago,IL,
52979331,221 E 26TH STREET,Chicago,IL,
52072756,1405 N WELLS,Chicago,IL,
52979230,5043 S DREXEL,Chicago,IL,
52957843,1551 S BLUE ISLAND,Chicago,IL,
52957844,1551 S BLUEISLAND,Chicago,IL,
52957845,1553 S BLUEISLAND,Chicago,IL,
52957846,1553 S BLUE ISLAND,Chicago,IL,
52987223,800 W FOSTER,Chicago,IL,
53008027,1751 N WELLS,Chicago,IL,
52824988,1549 S BLUEISLAND,Chicago,IL,
52824989,1545 S BLUEISLAND,Chicago,IL,
52824991,1522 S BLUEISLAND,Chicago,IL,
52957299,1551 S BLUE ISLAND,Chicago,IL,
52957300,1551 S BLUEISLAND,Chicago,IL,
52957639,1551 S BLUE  ISLAND AVE,Chicago,IL,
52957640,1547 S BLUEISLAND,Chicago,IL,
52957641,1541 S BLUE ISLAND,Chicago,IL,
52957642,1520 S BLUE ISLAND,Chicago,IL,
52957847,1553 S BLUE ISLAND,Chicago,IL,
53055818,902 W WASHINGTON,Chicago,IL,
50651802,931 W WASHINGTON,Chicago,IL,
52681783,1019 W WASHINGTON,Chicago,IL,
52681791,909 W WASHINGTON,Chicago,IL,
52994667,401 W MONTROSE HARBOR,Chicago,IL,
52644961,2040 N LINCOLN,Chicago,IL,
52824990,1543 S BLUE ISLAND,Chicago,IL,
52882100,1510 E 67TH ST,Chicago,IL,
52979660,4825 S DREXEL,Chicago,IL,
52979673,4659 S DREXEL BLVD,Chicago,IL,
52996042,3435 N CLARK,Chicago,IL,
52890716,2345 W WARREN,Chicago,IL,
52890718,2323 W WARREN,Chicago,IL,
52956590,1550 S BLUE ISLAND,Chicago,IL,
52956591,1550 S BLUE ISLAND,Chicago,IL,
52956592,1550 S BLUEISLAND,Chicago,IL,
52956593,1550 S BLUE ISLAND,Chicago,IL,
52956594,1550 S BLUE ISLAND,Chicago,IL,
53055444,1551 S BLUE ISLAND,Chicago,IL,
53055445,1551 S BLUE ISLAND,Chicago,IL,
53055446,1551 S BLUE ISLAND,Chicago,IL,
53055447,1553 S BLUE ISLAND,Chicago,IL,
53055448,1553 S BLUE ISLAND,Chicago,IL,
53055449,1553 S BLUE ISLAND,Chicago,IL,
53055450,1541 S BLUE ISLAND,Chicago,IL,
53118226,1541 S BLUE ISLAND,Chicago,IL,
52993642,3350 N CLARK,Chicago,IL,
52982102,5401 S LAKESHORE DR,Chicago,IL,
51474774,1748 N WELLS,Chicago,IL,
52071996,1952 N HALSTED,Chicago,IL,
52953108,2135 W PRATT,Chicago,IL,
52980740,5401 S LAKESHORE DR,Chicago,IL,
52989310,2612 N HALSTED,Chicago,IL,
53047705,453 N MARQUETTE,Chicago,IL,
48127035,225 S CANAL,Chicago,IL,
51474676,1908 N WELLS,Chicago,IL,
52072675,1647 N WELLS,Chicago,IL,
53042732,2274 N LINCOLN,Chicago,IL,
52937796,630 N DEARBORN,Chicago,IL,
52730445,2600 S LOOMIS,Chicago,IL,
53117780,1551 S BLUE ISLAND,Chicago,IL,
53117781,1551 S BLUE ISLAND,Chicago,IL,
53117782,1551 S BLUE ISLAND,Chicago,IL,
53117783,1553 S BLUE ISLAND,Chicago,IL,
52307453,4410 S DREXEL,Chicago,IL,
53117566,1557 S BLUEISLAND,Chicago,IL,
53117567,1555 S BLUE ISLAND,Chicago,IL,
53117568,1553 S BLUE ISLAND,Chicago,IL,
53175064,1557 S BLUE ISLAND,Chicago,IL,
53175065,1555 S BLUE ISLAND,Chicago,IL,
53175066,1553 S BLUE ISLAND,Chicago,IL,
53531879,6214 N WINTHROP,Chicago,IL,
53125710,1920 W DIVISION,Chicago,IL,
51475458,1405 N WELLS,Chicago,IL,
51475463,1405 N WELLS,Chicago,IL,
51475465,1442 N WELLS,Chicago,IL,
52990575,4555 N BROADWAY,Chicago,IL,
53068206,1212 N WELLS,Chicago,IL,
53187428,4315 N ELSTON,Chicago,IL,
53117570,1553 S BUE ISLAND,Chicago,IL,
53175069,1553 S BLUE ISLAND,Chicago,IL,
53158429,3740 N HASLTED,Chicago,IL,
53158434,3525 N CLARK,Chicago,IL,
53159058,3551 N CLARK,Chicago,IL,
52957948,1551 S BLUE ISLAND,Chicago,IL,
53248466,1541 S BLUE ISLAND,Chicago,IL,
53248467,1639 S BLUE ISLAND,Chicago,IL,
53248468,1537 S BLUE ISLAND,Chicago,IL,
53006162,1246 N WELLS,Chicago,IL,
53101296,4066 W 26TH ST,Chicago,IL,
53529509,6118 N WINTROP,Chicago,IL,
53103637,4068 W 26TH ST,Chicago,IL,
48126202,25 S CANAL,Chicago,IL,
53103533,4300 W 26TH ST,Chicago,IL,
53237643,4312 S DREXEL BLVD,Chicago,IL,
53245070,1323 S WABASH,Chicago,IL,
53163827,3232 N HALSTED,Chicago,IL,
53174192,1551 S BLUE ISLAND,Chicago,IL,
53248139,1551 S BLUE ISLAND,Chicago,IL,
53248473,1551 S BLUE ISLAND,Chicago,IL,
53293824,911 W 18TH ST,Chicago,IL,
51474848,632 N DEARBORN,Chicago,IL,
51475472,1500 N WELLS,Chicago,IL,
53103538,7146 W 26TH ST,Chicago,IL,
53103643,2255 S CENTRAL PARK,Chicago,IL,
53120937,2255 S CENTRAL PARK,Chicago,IL,
53557390,161 N STETSON,Chicago,IL,
53127687,958 N CALIFORNIA,Chicago,IL,
53313094,1407 N WELLS,Chicago,IL,
53314276,1407 N WELLS,Chicago,IL,
48126217,225 S CANAL,Chicago,IL,
48126219,225 S CANAL,Chicago,IL,
53127689,1531 N DAMEN,Chicago,IL,
53355294,1706 N WELLS,Chicago,IL,
53158483,3710 N HALSTED,Chicago,IL,
53291477,1553 S BLUE ISLAND,Chicago,IL,
53291478,1551 S BLUE ISLAND,Chicago,IL,
53356530,1615 N WELLS,Chicago,IL,
52683000,1553 S BLUE ISLAND,Chicago,IL,
53292555,1551 S BLUEISLAND,Chicago,IL,
51474728,1361 N WELLS,Chicago,IL,
51474726,1715 N WELLS,Chicago,IL,
51475176,1407 N WELLS,Chicago,IL,
53443819,6229 N KENMORE,Chicago,IL,
53298259,3000 W LAWERENCE,Chicago,IL,
53441856,2150 W PRATT,Chicago,IL,
53258501,875 N MILWAUKEE,Chicago,IL,
53292564,1553 S BLUE ISLAND,Chicago,IL,
53221695,4130 W 26TH ST,Chicago,IL,
53292329,1224 W 18TH ST,Chicago,IL,
53292348,1551 S BLUE ISLAND,Chicago,IL,
53292349,1553 S BLUE ISLAND,Chicago,IL,
53319034,2030 S WABASH,Chicago,IL,
53489259,938 W ARMITAGE,Chicago,IL,
53443320,2039 W HOWARD,Chicago,IL,
52935888,1413 N WELLS,Chicago,IL,
52950043,612 E MARQUETTE,Chicago,IL,
53319821,2109 S WABASH,Chicago,IL,
53377497,1541 N WELLS,Chicago,IL,
53377499,1601 N WELLS,Chicago,IL,
51474698,1524 S MICHIGAN,Chicago,IL,
53376763,1415 N WELLS,Chicago,IL,
53376764,1537 N WELLS,Chicago,IL,
53243563,5045 S DREXEL,Chicago,IL,
53259837,2033 W DIVISIONI,Chicago,IL,
48125846,225 S CANAL,Chicago,IL,
48125848,225 S CANAL,Chicago,IL,
48125928,225 S CANAL,Chicago,IL,
53271704,4658 S DREXEL,Chicago,IL,
53271705,4659 S DREXEL,Chicago,IL,
53289405,6900 S SOUTH CHICAGO,Chicago,IL,
53491650,1545 N WELLS,Chicago,IL,
53437898,1501 N CALIFORNIA,Chicago,IL,
53386506,3301 N HALSTED,Chicago,IL,
53182558,1553 S BLUE ISLAND,Chicago,IL,
53182559,1521 S BLUE ISLAND,Chicago,IL,
53382461,261 W 67TH ST,Chicago,IL,
53393134,1529 S BLUE ISLAND,Chicago,IL,
53393142,1557 S BLUE ISLAND,Chicago,IL,
53182986,1555 S BLUEISLAND,Chicago,IL,
53272393,4438 S OAKENWOOD,Chicago,IL,
53521829,1557 S BLUEISLAND,Chicago,IL,
53623151,1565 S BLUE ISLAND,Chicago,IL,
54611126,1020 W ARMITAGE,Chicago,IL,
55308335,1212 N WELLS ST,Chicago,IL,
54200418,1348 N WELLS,Chicago,IL,
54670306,1855 W DIVISION,Chicago,IL,
54159185,225 S CANAL,Chicago,IL,
54766126,2924 N CLARK,Chicago,IL,
54725403,4677 N ELSTON,Chicago,IL,
54725404,4677 N ELSTON,Chicago,IL,
54795337,1545 S BLUE ISLAND,Chicago,IL,
54795338,1545 S BLUE ISLAND,Chicago,IL,
54837782,1547 S BLUE ISLAND,Chicago,IL,
54837783,1549 S BLUE ISLAND,Chicago,IL,
54264139,3457 N CLARK,Chicago,IL,
54551393,335 E RANDOLPH,Chicago,IL,
54795200,1551 S BLUE ISLAND,Chicago,IL,
54768506,3813 N BROADWAY,Chicago,IL,
54769433,3219 N CLARK,Chicago,IL,
54623874,1555 S BLUE ISALND,Chicago,IL,
54623875,1551 S BLUE ISALND,Chicago,IL,
54837106,1557 S BLUE ISLAND,Chicago,IL,
54837315,800 S HALSTED,Chicago,IL,
54837316,1531 S BLUE ISLAND,Chicago,IL,
54837317,1529 S BLUE ISLAND,Chicago,IL,
54837318,1536 S BLUE ISLAND,Chicago,IL,
54837319,1538 S BLUE ISLAND,Chicago,IL,
55319702,3201 S LAKE SHORE DR,Chicago,IL,
55319705,3201 S LAKE SHORE DR,Chicago,IL,
54200390,1411 N WELLS ST,Chicago,IL,
54200419,835 W WASHINGTON,Chicago,IL,
54159284,225 S CANAL,Chicago,IL,
54837107,1553 S BLUE ISALND,Chicago,IL,
54891743,5217 N DAMEN,Chicago,IL,
54837897,909 W WASHINGTON,Chicago,IL,
55320266,3859 S LAKE SHORE DR,Chicago,IL,
55288025,2709 W ROOSEVELT,Chicago,IL,
54200392,1533 N WELLS ST,Chicago,IL,
54200690,1358 N WELLS,Chicago,IL,
54917626,3359 N CLARK,Chicago,IL,
54205865,2308 W DIVISION,Chicago,IL,
54283159,1403 N WELLS,Chicago,IL,
54837789,1551 S BLUE ISLAND,Chicago,IL,
54978653,3301 S LAKE SHORE DR,Chicago,IL,
54943301,1551 S BLUE ISLAND,Chicago,IL,
54943302,1551 S BLUE ISLAND,Chicago,IL,
54978629,3301 S LAKE SHORE DR,Chicago,IL,
54979272,3301 S LAKE SHORE DR,Chicago,IL,
55319719,3321 S LAKE SHORE DR,Chicago,IL,
54200394,1144 N WELLS ST,Chicago,IL,
54853507,1736 W DIVISION,Chicago,IL,
55321302,3401 S LAKE SHORE DR,Chicago,IL,
54061432,6830 S DAMEN,Chicago,IL,
54750368,951 E 83RD ST,Chicago,IL,
54821368,6301 S LAKE SHOIRE,Chicago,IL,
54919670,2937 N CLARK,Chicago,IL,
54837800,1551 S BLUE ISLAND,Chicago,IL,
54361912,1515 N WELLS,Chicago,IL,
54362631,1601 N LAKE SHORE DR,Chicago,IL,
54362632,1601 N LAKE SHORE DR,Chicago,IL,
54834929,5753 N LAKE FRONT,Chicago,IL,
54924102,3428 N HALSTED,Chicago,IL,
54159174,225 S CANAL,Chicago,IL,
54549532,8159 S SOUTH SHORE,Chicago,IL,
54940828,1551 S BLUE ISLAND,Chicago,IL,
54943313,1551 S BLUE ISLAND,Chicago,IL,
54943314,1551 S BLUE ISLAND,Chicago,IL,
54993639,1550 S BLUE ISLAND,Chicago,IL,
54790953,4019 W 26TH ST,Chicago,IL,
54549700,3421 E 95TH ST,Chicago,IL,
54200423,1535 N WELLS,Chicago,IL,
54993985,1551 S BLUE ISLAND,Chicago,IL,
55015283,1532 N WELLS,Chicago,IL,
54913268,1224 W MARQUETTE,Chicago,IL,
54981889,4730 S DREXEL,Chicago,IL,
55031602,3859 S LAKE SHORE DR,Chicago,IL,
54429624,1946 E 63RD ST,Chicago,IL,
55321002,4915 S DREXEL BLVD,Chicago,IL,
54917899,3345 N HALSTED,Chicago,IL,
55298101,5304 PAYNE Dr,Chicago,IL,
54941433,1552 S BLUE ISLAND,Chicago,IL,
54941434,1554 S BLUE ISLAND,Chicago,IL,
54922672,3509 N HALSTED,Chicago,IL,
54961062,632 W 26TH ST,Chicago,IL,
55032442,3241 S LAKE SHORE DR,Chicago,IL,
54362593,239 E RANDOLPH,Chicago,IL,
54362600,506 N LAKE SHORE DR,Chicago,IL,
54978547,3901 S LAKE SHORE DR,Chicago,IL,
54978983,5500 S LAKE SHORE DR,Chicago,IL,
55032428,3301 S LAKE SHORE DR,Chicago,IL,
54531749,4330 W 26TH ST,Chicago,IL,
54969823,540 N DEARBORN,Chicago,IL,
54671592,2035 W DIVISION,Chicago,IL,
55099501,1751 W DIVISION,Chicago,IL,
54362395,1601 N LAKE SHORE DR,Chicago,IL,
55033989,3301 S LAKE SHORE,Chicago,IL,
55034451,3301 S LAKESHORE,Chicago,IL,
