id,ticketnum,date,year,unit,unitdesc,violation,violationdesc,license,licstate,lictype,address,city,state,zip
1677,65734545,2/20/15 11:32,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,R974013,IL,PAS,4038 W MADISON,Chicago,IL,
1678,65734547,3/20/15 12:08,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,5043173,IL,PAS,4131 W MADISON,Chicago,IL,
1679,65762109,3/20/15 18:00,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,L558634,IL,PAS,5142 W MADISON ST,Chicago,IL,
1680,65764413,3/20/15 20:49,2015,10,CPD,940060,PARK/STAND ON BICYCLE PATH,167R053,IL,TMP,3726 W DOUGLAS,Chicago,IL,
1681,65831889,3/22/15 23:25,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,D682069,IL,PAS,1935 S WABASH,Chicago,IL,
1682,65553512,3/20/15 8:14,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,V775038,IL,PAS,1440 N HALSTED,Chicago,IL,
1683,65553513,3/20/15 8:14,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,VSD8090,IL,PAS,1440 N HALSTED,Chicago,IL,
1684,65553514,3/20/15 8:14,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,S471713,IL,PAS,1440 N HALSTED,Chicago,IL,
1685,65553516,3/20/15 8:26,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,H584956,IL,PAS,1440 N HALSTED,Chicago,IL,
1686,65553517,3/20/15 8:28,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,G591649,IL,PAS,1460 N HALSTED,Chicago,IL,
1687,65762119,3/21/15 20:05,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,BMYLUVR,IL,PAS,5146 W MADISON ST,Chicago,IL,
1688,65762120,3/21/15 20:15,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,S930266,IL,PAS,5146 W MADISON ST,Chicago,IL,
1689,65806611,3/21/15 20:10,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,H869910,IL,PAS,5345 W MADISON ST,Chicago,IL,
1690,65806613,3/21/15 20:15,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V336464,IL,PAS,5433 W MADISON ST,Chicago,IL,
1691,65701580,3/20/15 19:48,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,TK784LGL,IN,PAS,2020 S STATE ST,Chicago,IL,
1692,65760791,3/24/15 18:10,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,S887675,IL,PAS,5353 W MADISON,Chicago,IL,
1693,65411770,3/24/15 18:03,2015,25,CPD,940060,PARK/STAND ON BICYCLE PATH,958R480,IL,TMP,1158 S CALIFORNIA,Chicago,IL,
1694,65553519,3/26/15 8:08,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,E194440,IL,PAS,1460 N HALSTED,Chicago,IL,
1695,65559655,3/25/15 8:25,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,S851963,IL,PAS,2350 S STATE ST,Chicago,IL,
1696,65646710,3/25/15 13:48,2015,2,CPD,940060,PARK/STAND ON BICYCLE PATH,E390609,IL,PAS,642 E PERSHING RD,Chicago,IL,
1697,65678021,3/26/15 8:16,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,1655TX,IL,TXI,1460 N HALSTED,Chicago,IL,
1698,65678022,3/26/15 8:19,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,N538605,IL,PAS,1460 N HALSTED,Chicago,IL,
1699,65737657,3/26/15 14:23,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,GGU2168,OH,PAS,4017 W MADISON,Chicago,IL,
1700,65806622,3/25/15 16:55,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V549160,IL,PAS,5146 W MADISON ST,Chicago,IL,
1701,65806623,3/25/15 16:55,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V583294,IL,PAS,5142 W MADISON ST,Chicago,IL,
1702,65806629,3/26/15 16:30,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V378025,IL,PAS,5142 W MADISON ST,Chicago,IL,
1703,64834666,3/25/15 8:20,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,76146FF,IL,TRK,210 N DEARBORN,Chicago,IL,
1704,65614482,3/18/15 16:15,2015,19,CPD,940060,PARK/STAND ON BICYCLE PATH,S842957,IL,PAS,4515 N BROADWAY,Chicago,IL,
1705,65614483,3/18/15 16:26,2015,19,CPD,940060,PARK/STAND ON BICYCLE PATH,S410791,IL,PAS,4515 N BROADWAY,Chicago,IL,
1706,65760163,3/27/15 20:57,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,E814311,IL,PAS,5357 W MADISON,Chicago,IL,
1707,65760794,3/29/15 18:44,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,954R179,IL,TMP,5348 W MADISON,Chicago,IL,
1708,65806633,3/27/15 18:55,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V435230,IL,PAS,5331 W MADISON ST,Chicago,IL,
1709,65806634,3/27/15 18:55,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,R132345,IL,PAS,5433 W MADISON ST,Chicago,IL,
1710,65806635,3/27/15 21:10,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V844316,IL,PAS,5142 W MADISON ST,Chicago,IL,
1711,65831092,3/29/15 7:45,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,V561964,IL,PAS,38 S DESPLAINES,Chicago,IL,
1712,64748026,3/11/15 16:12,2015,2,CPD,940060,PARK/STAND ON BICYCLE PATH,N198446,IL,PAS,212 S CENTRAL PARK,Chicago,IL,
1713,65472654,3/29/15 2:16,2015,19,CPD,940060,PARK/STAND ON BICYCLE PATH,E747512,IL,PAS,3504 N CLARK,Chicago,IL,
1714,65649823,3/29/15 19:47,2015,2,CPD,940060,PARK/STAND ON BICYCLE PATH,E120129,IL,PAS,4120 S DREXEL BLVD,Chicago,IL,
1715,65759319,3/30/15 10:57,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,1046836,IL,PAS,5038 W MADISON,Chicago,IL,
1716,65823863,3/29/15 15:39,2015,10,CPD,940060,PARK/STAND ON BICYCLE PATH,E129245,IL,PAS,3551 W 26TH ST,Chicago,IL,
1717,65825222,3/29/15 15:05,2015,10,CPD,940060,PARK/STAND ON BICYCLE PATH,S102535,IL,PAS,4070 W 26TH ST,Chicago,IL,
1718,65047711,4/1/15 20:58,2015,12,CPD,940060,PARK/STAND ON BICYCLE PATH,P322204,IL,PAS,2141 S HALSTED ST,Chicago,IL,
1719,65047712,4/1/15 20:59,2015,12,CPD,940060,PARK/STAND ON BICYCLE PATH,P207842,IL,PAS,2139 S HALSTED ST,Chicago,IL,
1720,65114996,3/31/15 16:28,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,V660697,IL,PAS,542 S DEARBORN,Chicago,IL,
1721,65678028,4/1/15 8:19,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,R773294,IL,PAS,1450 N HALSTED,Chicago,IL,
1722,65678029,4/1/15 8:25,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,A780795,IL,PAS,1440 N HALSTED,Chicago,IL,
1723,65737667,4/1/15 11:38,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,V679903,IL,PAS,4131 W MADISON,Chicago,IL,
1724,65547575,4/1/15 9:47,2015,701,CPD,940060,PARK/STAND ON BICYCLE PATH,4168199,TX,PAS,1130 S WABASH,Chicago,IL,
1725,65612358,4/1/15 13:40,2015,19,CPD,940060,PARK/STAND ON BICYCLE PATH,A953020,IL,PAS,4619 N BROADWAY,Chicago,IL,
1726,65662945,3/31/15 15:14,2015,211,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,4AG516,IL,PAS,357 E RANDOLPH,Chicago,IL,
1727,65677618,3/30/15 12:18,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,E627155,IL,PAS,847 W ARMITAGE,Chicago,IL,
1728,65677619,3/30/15 12:20,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,S397529,IL,PAS,895 W ARMITAGE,Chicago,IL,
1729,65738557,4/5/15 10:42,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,V523594,IL,PAS,4049 W MADISON,Chicago,IL,
1730,65738558,4/5/15 11:03,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,V707551,IL,PAS,4036 W MADISON,Chicago,IL,
1731,65738561,4/5/15 11:07,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,695R084,IL,TMP,4043 W MADISON,Chicago,IL,
1732,65738569,4/5/15 12:01,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,E558101,IL,PAS,4053 W MADISON,Chicago,IL,
1733,65738570,4/5/15 12:02,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,X727107,IL,PAS,4035 W MADISON,Chicago,IL,
1734,65759323,4/4/15 10:10,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,H884701,IL,PAS,5136 W MADISON,Chicago,IL,
1735,65759325,4/4/15 10:11,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V272005,IL,PAS,5142 W MADISON,Chicago,IL,
1736,65759326,4/4/15 10:10,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,R897062,IL,PAS,5140 W MADISON,Chicago,IL,
1737,65759327,4/4/15 11:37,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,L848269,IL,PAS,5138 W MADISON,Chicago,IL,
1738,65759328,4/4/15 11:38,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,9187SF,IL,OTH,5136 W MADISON,Chicago,IL,
1739,65805759,4/3/15 15:28,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,P233007,IL,PAS,5146 W MADISON,Chicago,IL,
1740,65806971,4/4/15 14:54,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,S947390,IL,PAS,5121 W MADISON,Chicago,IL,
1741,65806972,4/4/15 14:56,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,L651844,IL,PAS,5142 W MADISON,Chicago,IL,
1742,65808861,4/3/15 18:16,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,L845264,IL,PAS,5357 W MADISON,Chicago,IL,
1743,65808862,4/3/15 18:17,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,734R175,IL,TMP,5355 W MADISON,Chicago,IL,
1744,65808891,4/3/15 18:34,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V943550,IL,PAS,5134 W MADISON,Chicago,IL,
1745,65915560,4/5/15 14:14,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,S489062,IL,PAS,4034 W MADISON,Chicago,IL,
1746,65915561,4/5/15 14:15,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,S102917,IL,PAS,4040 W MADISON,Chicago,IL,
1747,65078414,3/25/15 15:25,2015,14,CPD,940060,PARK/STAND ON BICYCLE PATH,L634679,IL,PAS,2140 N MILWAUKEE AVE,Chicago,IL,
1748,65560184,4/4/15 11:05,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,70824H,IL,TRK,542 S DEARBORN ST,Chicago,IL,
1749,65673089,4/2/15 18:42,2015,22,CPD,940060,PARK/STAND ON BICYCLE PATH,V128093,IL,PAS,8531 S VINCENNES AVE,Chicago,IL,
1750,65727593,3/5/15 18:51,2015,9,CPD,940060,PARK/STAND ON BICYCLE PATH,V164960,IL,PAS,5031 S RACINE,Chicago,IL,
1751,65738544,4/4/15 11:38,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,R400642,IL,PAS,4036 W MADISON,Chicago,IL,
1752,65738554,4/5/15 10:22,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,S200849,IL,PAS,4034 W MADISON,Chicago,IL,
1753,65915552,4/5/15 12:33,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,807R629,IL,TMP,4031 W MADISON,Chicago,IL,
1754,65333229,4/3/15 22:05,2015,145,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,E541244,IL,PAS,2030 S STATE STR,Chicago,IL,
1755,65675948,4/3/15 19:21,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,G193283,IL,PAS,2240 N SOUTHPORT,Chicago,IL,
1756,65914996,4/7/15 8:46,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,S493466,IL,PAS,3959 W LAKE ST,Chicago,IL,
1757,65266317,4/3/15 23:48,2015,10,CPD,940060,PARK/STAND ON BICYCLE PATH,L308321,IL,PAS,2314 S BLUE ISLAND,Chicago,IL,
1758,65472656,4/4/15 2:00,2015,19,CPD,940060,PARK/STAND ON BICYCLE PATH,V797830,IL,PAS,3534 N CLARK,Chicago,IL,
1759,65472660,4/5/15 1:37,2015,19,CPD,940060,PARK/STAND ON BICYCLE PATH,R239884,IL,PAS,3518 N CLARK,Chicago,IL,
1760,65753290,4/4/15 15:57,2015,3,CPD,940060,PARK/STAND ON BICYCLE PATH,E150641,IL,PAS,6600 S RHODES,Chicago,IL,
1761,65915317,4/10/15 13:10,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,V753504,IL,PAS,4027 W MADISON,Chicago,IL,
1762,65915318,4/10/15 13:11,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,115S773,IL,TMP,4034 W MADISON,Chicago,IL,
1763,65915319,4/10/15 13:12,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,647R218,IL,TMP,4030 W MADISON,Chicago,IL,
1764,65805575,4/11/15 20:39,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V445136,IL,PAS,5335 W MADISON,Chicago,IL,
1765,65806975,4/11/15 9:41,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,7372MN,CO,PAS,5042 W MADISON,Chicago,IL,
1766,65806977,4/11/15 9:42,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,S935769,IL,PAS,5044 W MADISON,Chicago,IL,
1767,65806979,4/11/15 13:01,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,7557251,IL,PAS,5142 W MADISON,Chicago,IL,
1768,65808668,4/11/15 19:05,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,R444061,IL,PAS,5431 W MADISON,Chicago,IL,
1769,65808669,4/11/15 21:30,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V460146,IL,PAS,5463 W MADISON ST,Chicago,IL,
1770,65808670,4/11/15 21:30,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,E364244,IL,PAS,5459 W MADISON ST,Chicago,IL,
1771,65809879,4/10/15 18:57,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,S352221,IL,PAS,5337 W MADISON,Chicago,IL,
1772,65825238,4/10/15 20:49,2015,10,CPD,940060,PARK/STAND ON BICYCLE PATH,V172292,IL,PAS,4212 W 26TH ST,Chicago,IL,
1773,65825240,4/11/15 14:54,2015,10,CPD,940060,PARK/STAND ON BICYCLE PATH,V808418,IL,PAS,4010 W 26TH ST,Chicago,IL,
1774,65882368,4/12/15 12:45,2015,19,CPD,940060,PARK/STAND ON BICYCLE PATH,R470171,IL,PAS,4554 N BROADWAY,Chicago,IL,
1775,65915128,4/11/15 12:57,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,W52,MO,DLC,4129 W MADISON,Chicago,IL,
1776,65915329,4/11/15 10:54,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,V764177,IL,PAS,4034 W MADISON,Chicago,IL,
1777,65915330,4/11/15 11:12,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,K524500,IL,PAS,4121 W MADISON,Chicago,IL,
1778,64364925,4/13/15 15:18,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,377125D,IL,PAS,3029 S M L KING DR,Chicago,IL,
1779,65760800,4/12/15 18:23,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V838197,IL,PAS,5459 W MADISON,Chicago,IL,
1780,65831253,4/13/15 10:29,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,V138473,IL,PAS,602 S DEARBORN,Chicago,IL,
1781,65833485,4/13/15 18:01,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,N137696,IL,PAS,2601 S FORT DEARBORN DR,Chicago,IL,
1782,65833569,4/13/15 8:06,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,L646194,IL,PAS,2341 S STATE ST,Chicago,IL,
1783,65835113,4/13/15 12:05,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,S977154,IL,PAS,828 S WABASH,Chicago,IL,
1784,65823881,4/14/15 18:20,2015,10,CPD,940060,PARK/STAND ON BICYCLE PATH,X807175,IL,PAS,3549 W DOUGLAS BLVD,Chicago,IL,
1785,65649888,4/14/15 17:00,2015,2,CPD,940060,PARK/STAND ON BICYCLE PATH,A653878,IL,PAS,5107 W WASHINGTON BLVD,Chicago,IL,
1786,65745570,4/12/15 8:50,2015,145,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,L646194,IL,PAS,2335 S STATE ST,Chicago,IL,
1787,65732496,4/15/15 3:15,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,E331696,IL,PAS,4208 W LAKE ST,Chicago,IL,
1788,65732498,4/18/15 3:15,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,V819078,IL,PAS,4210 W LAKE ST,Chicago,IL,
1789,65732499,4/18/15 3:15,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,A890835,IL,PAS,4212 W LAKE ST,Chicago,IL,
1790,65816813,4/17/15 13:41,2015,24,CPD,940060,PARK/STAND ON BICYCLE PATH,L820025,IL,PAS,1544 W TOUHY,Chicago,IL,
1791,65915136,4/17/15 10:49,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,V527257,IL,PAS,4023 W MADISON,Chicago,IL,
1792,65915138,4/17/15 11:58,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,928R417,IL,TMP,4021 W MADISON,Chicago,IL,
1793,65915145,4/17/15 9:51,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,S910129,IL,PAS,4129 W MADISON,Chicago,IL,
1794,65915150,4/19/15 14:42,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,AJP319,IA,PAS,4033 W MADISON,Chicago,IL,
1795,65614878,4/1/15 19:40,2015,19,CPD,940060,PARK/STAND ON BICYCLE PATH,290226,IL,HCP,3643 W DOUGLAS,Chicago,IL,
1796,65757958,4/17/15 17:35,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,E721175,IL,PAS,5407 W MADISON,Chicago,IL,
1797,65808241,4/18/15 3:27,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,,IL,PAS,4835 W WASHINGTON,Chicago,IL,
1798,65808243,4/19/15 0:28,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,R450428,IL,PAS,4833 W WASHINGTON,Chicago,IL,
1799,65808246,4/19/15 1:07,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,R861311,IL,PAS,5039 W WASHINGTON,Chicago,IL,
1800,65808247,4/19/15 1:00,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,250WMK,WI,PAS,5039 W WASHINGTON,Chicago,IL,
1801,65808441,4/17/15 23:00,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,R952523,IL,PAS,5337 W MADISON ST,Chicago,IL,
1802,65808446,4/18/15 21:16,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,E337400,IL,PAS,5142 W MADISON ST,Chicago,IL,
1803,65743773,4/19/15 18:17,2015,10,CPD,940060,PARK/STAND ON BICYCLE PATH,X976615,IL,PAS,2521 S CENTRAL PARK,Chicago,IL,
1804,65650260,4/12/15 18:31,2015,2,CPD,940060,PARK/STAND ON BICYCLE PATH,217CGB,IN,PAS,1035 S CANAL,Chicago,IL,
1805,65650262,4/12/15 18:34,2015,2,CPD,940060,PARK/STAND ON BICYCLE PATH,E428290,IL,PAS,1039 S CANAL,Chicago,IL,
1806,65650263,4/12/15 18:36,2015,2,CPD,940060,PARK/STAND ON BICYCLE PATH,E500508,IL,PAS,1009 S CANAL,Chicago,IL,
1807,65650264,4/12/15 18:38,2015,2,CPD,940060,PARK/STAND ON BICYCLE PATH,E291493,IL,PAS,1005 S CANAL,Chicago,IL,
1808,65810218,4/21/15 18:37,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,E411930,IL,PAS,5138 W MADISON,Chicago,IL,
1809,65846345,4/13/15 17:25,2015,3,CPD,940060,PARK/STAND ON BICYCLE PATH,E146680,IL,PAS,6426 S KING DR,Chicago,IL,
1810,65915158,4/21/15 12:30,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,V764424,IL,PAS,4758 W LAKE,Chicago,IL,
1811,65808869,4/20/15 20:44,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,E207996,IL,PAS,5437 W MADISON,Chicago,IL,
1812,65834846,4/22/15 9:54,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,E531635,IL,PAS,122 N DESPLAINES,Chicago,IL,
1813,65839553,4/20/15 20:40,2015,22,CPD,940060,PARK/STAND ON BICYCLE PATH,X817263,IL,PAS,1215 S INDEPENDENCE,Chicago,IL,
1814,65918308,4/22/15 17:47,2015,8,CPD,940060,PARK/STAND ON BICYCLE PATH,L940465,IL,PAS,2830 W 63RD ST,Chicago,IL,
1815,65918309,4/22/15 17:58,2015,8,CPD,940060,PARK/STAND ON BICYCLE PATH,6485243,IL,PAS,3400 W 63RD ST,Chicago,IL,
1816,65451451,4/22/15 11:28,2015,12,CPD,940060,PARK/STAND ON BICYCLE PATH,P411742,IL,PAS,917 W WASHINGTON,Chicago,IL,
1817,65732800,4/24/15 3:03,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,A984377,IL,PAS,3316 W ROOSEVELT,Chicago,IL,
1818,65808468,4/26/15 19:33,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,S903087,IL,PAS,5400 W MADISON ST,Chicago,IL,
1819,65812026,4/24/15 0:49,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,872R650,IL,TMP,5113 W WASHINGTON,Chicago,IL,
1820,65812036,4/24/15 3:22,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,R450428,IL,PAS,4833 W WASHINGTON,Chicago,IL,
1821,65917136,4/24/15 10:50,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,E788709,IL,PAS,4121 W MADISON,Chicago,IL,
1822,65917153,4/25/15 11:44,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,P883141,IL,PAS,4127 W MADISON,Chicago,IL,
1823,65917156,4/25/15 12:24,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,E493258,IL,PAS,4042 W MADISON,Chicago,IL,
1824,65347406,4/25/15 16:57,2015,7,CPD,940060,PARK/STAND ON BICYCLE PATH,359XDL,IL,PAS,706 W MARQUETTE,Chicago,IL,
1825,65642454,4/24/15 2:05,2015,3,CPD,940060,PARK/STAND ON BICYCLE PATH,V446616,IL,PAS,1547 E MARQUETTE,Chicago,IL,
1826,65880804,4/27/15 13:00,2015,19,CPD,940060,PARK/STAND ON BICYCLE PATH,S245668,IL,PAS,4552 N BROADWAY,Chicago,IL,
1827,65915171,4/25/15 12:00,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,E464878,IL,PAS,4021 W MADISON,Chicago,IL,
1828,65920701,3/28/15 19:47,2015,8,CPD,940060,PARK/STAND ON BICYCLE PATH,S289643,IL,PAS,2957 W MARQUETTE,Chicago,IL,
1829,65812078,4/29/15 20:13,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,7637656,IL,PAS,5431 W MADISON,Chicago,IL,
1830,65678034,4/29/15 8:20,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,E162572,IL,PAS,1460 N HALSTED,Chicago,IL,
1831,65678035,4/29/15 8:20,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,R411133,IL,PAS,1460 N HALSTED,Chicago,IL,
1832,65678036,4/29/15 8:22,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,X589031,IL,PAS,1440 N HALSTED,Chicago,IL,
1833,65678039,5/1/15 8:14,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,S984841,IL,PAS,1460 N HALSTED,Chicago,IL,
1834,65678040,5/1/15 8:15,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,N668430,IL,PAS,1450 N HALSTE,Chicago,IL,
1835,65678041,5/1/15 8:23,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,P726857,IL,PAS,1440 N HALSTED,Chicago,IL,
1836,65678043,5/1/15 8:27,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,S471713,IL,PAS,1460 N HALSTED,Chicago,IL,
1837,65782437,5/2/15 15:54,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,7822LY,IL,LIV,1444 N WELLS,Chicago,IL,
1838,65831269,5/2/15 14:31,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,992R465,IL,TMP,1003 S CANAL,Chicago,IL,
1839,65832217,5/3/15 23:50,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,A173433,IL,PAS,1521 S WABASH,Chicago,IL,
1840,65834613,4/25/15 18:22,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,E237497,IL,PAS,1130 S WABASH,Chicago,IL,
1841,65922205,4/28/15 20:48,2015,8,CPD,940060,PARK/STAND ON BICYCLE PATH,V358873,IL,PAS,2957 W MARQUETTE,Chicago,IL,
1842,65258126,4/30/15 19:00,2015,10,CPD,940060,PARK/STAND ON BICYCLE PATH,A592844,IL,PAS,3518 W DOUGLAS,Chicago,IL,
1843,65835333,5/6/15 9:26,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,A727727,IL,PAS,30 S DES PLAINES,Chicago,IL,
1844,66199643,10/29/15 21:25,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,CJU9817,MI,PAS,353 N CLARK,Chicago,IL,
1845,66363039,10/24/15 10:14,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,E381426,IL,PAS,58 N DEARBORN,Chicago,IL,
1846,66363040,10/24/15 10:15,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,E989639,IL,PAS,58 N DEARBORN,Chicago,IL,
1847,66396664,11/1/15 1:48,2015,10,CPD,940060,PARK/STAND ON BICYCLE PATH,E309007,IL,PAS,2310 S BLUE ISLAND,Chicago,IL,
1848,66418679,11/2/15 12:57,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,S642253,IL,PAS,1242 N CLYBOURN,Chicago,IL,
1849,66497055,10/28/15 13:25,2015,14,CPD,940060,PARK/STAND ON BICYCLE PATH,S707226,IL,PAS,2111 W DIVISION,Chicago,IL,
1850,66527512,10/30/15 14:35,2015,211,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,76049GB,IL,PAS,450 W DIVISION,Chicago,IL,
1851,66527513,10/30/15 14:37,2015,211,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,1833TX,IL,TXI,452 W DIVISION,Chicago,IL,
1852,66527514,10/30/15 14:39,2015,211,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,G845154,IL,PAS,454 W DIVISION,Chicago,IL,
1853,66527515,10/30/15 14:40,2015,211,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,L505262,IL,PAS,456 W DIVISION,Chicago,IL,
