id,ticket_num,issued,year,address,unit_num,unit_desc,violation_code,code_description,license,license_st,license_type,city,state,location,coors,fixed_location,xcord,ycord
1588,65734628,3/1/15 10:30,2015,4131 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,SHANG,IL,HCP,Chicago,IL,"4131 W MADISON Chicago, IL","[41.8806385249, -87.7289266884]",,41.88063852,-87.72892669
1589,65735275,2/24/15 9:30,2015,4214 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,R833493,IL,PAS,Chicago,IL,"4214 W MADISON Chicago, IL","[41.8807109445, -87.7310496569]",,41.88071094,-87.73104966
1590,65735293,2/28/15 9:29,2015,4131 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,9733955,IL,PAS,Chicago,IL,"4131 W MADISON Chicago, IL","[41.8806385249, -87.7289266884]",,41.88063852,-87.72892669
1591,65735296,2/28/15 10:13,2015,4133 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,V504628,IL,PAS,Chicago,IL,"4133 W MADISON Chicago, IL","[41.8803482056, -87.7295379639]",,41.88034821,-87.72953796
1592,64737299,3/2/15 10:20,2015,4645 S DREXEL,2,CPD,940060,PARK/STAND ON BICYCLE PATH,S876785,IL,PAS,Chicago,IL,"4645 S DREXEL Chicago, IL","[41.8104068935, -87.6038753986]",,41.81040689,-87.6038754
1593,65544184,3/1/15 17:07,2015,5402 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,E340013,IL,PAS,Chicago,IL,"5402 W MADISON Chicago, IL","[41.8803649396, -87.7603407204]",,41.88036494,-87.76034072
1594,65760111,3/1/15 19:00,2015,5402 W MADISON ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,9479DN,IL,PAS,Chicago,IL,"5402 W MADISON ST Chicago, IL","[41.8803649396, -87.7603407204]",,41.88036494,-87.76034072
1595,65760116,3/2/15 16:30,2015,5146 W MADISON ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V748455,IL,PAS,Chicago,IL,"5146 W MADISON ST Chicago, IL","[41.8804380298, -87.7540677041]",,41.88043803,-87.7540677
1596,65760117,3/2/15 16:30,2015,5144 W MADISON ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,S801703,IL,PAS,Chicago,IL,"5144 W MADISON ST Chicago, IL","[41.8806533813, -87.7545166016]",,41.88065338,-87.7545166
1597,65760118,3/2/15 16:30,2015,5148 W MADISON ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V198994,IL,PAS,Chicago,IL,"5148 W MADISON ST Chicago, IL","[41.8806495667, -87.7547607422]",,41.88064957,-87.75476074
1598,65029658,2/15/15 18:44,2015,1237 S INDEPENDENCE,10,CPD,940060,PARK/STAND ON BICYCLE PATH,E571632,IL,PAS,Chicago,IL,"1237 S INDEPENDENCE Chicago, IL","[41.8650932312, -87.7189712524]",,41.86509323,-87.71897125
1599,65598242,2/27/15 20:41,2015,1239 S INDEPENDENCE,3,CPD,940060,PARK/STAND ON BICYCLE PATH,IPLAYII,IL,PAS,Chicago,IL,"1239 S INDEPENDENCE Chicago, IL","[41.8655068427, -87.7194470912]",,41.86550684,-87.71944709
1600,65598243,2/27/15 20:45,2015,1237 S INDEPENDENCE,3,CPD,940060,PARK/STAND ON BICYCLE PATH,R798741,IL,PAS,Chicago,IL,"1237 S INDEPENDENCE Chicago, IL","[41.8650932312, -87.7189712524]",,41.86509323,-87.71897125
1601,65635749,3/2/15 9:21,2015,2033 S STATE ST,701,CPD,940060,PARK/STAND ON BICYCLE PATH,L436916,IL,PAS,Chicago,IL,"2033 S STATE ST Chicago, IL","[41.8544735759, -87.6270657778]",,41.85447358,-87.62706578
1602,65339950,2/28/15 13:23,2015,712 W MARQUETTE,7,CPD,940060,PARK/STAND ON BICYCLE PATH,E392311,IL,PAS,Chicago,IL,"712 W MARQUETTE Chicago, IL","[41.7727584839, -87.6432418823]",,41.77275848,-87.64324188
1603,65347544,2/11/15 3:00,2015,727 W MARQUETTE,7,CPD,940060,PARK/STAND ON BICYCLE PATH,P439253,IL,PAS,Chicago,IL,"727 W MARQUETTE Chicago, IL","[41.7724315077, -87.6434775442]",,41.77243151,-87.64347754
1604,65371846,3/5/15 23:54,2015,2024 S WABASH,1,CPD,940060,PARK/STAND ON BICYCLE PATH,FFX8236,OH,PAS,Chicago,IL,"2024 S WABASH Chicago, IL","[41.8545150757, -87.6260299683]",,41.85451508,-87.62602997
1605,65571508,3/5/15 22:00,2015,9546 S EWING,4,CPD,940060,PARK/STAND ON BICYCLE PATH,K394094,IL,PAS,Chicago,IL,"9546 S EWING Chicago, IL","[41.7215270996, -87.5359649658]",,41.7215271,-87.53596497
1606,65733832,3/5/15 11:59,2015,4131 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,R494901,IL,PAS,Chicago,IL,"4131 W MADISON Chicago, IL","[41.8806385249, -87.7289266884]",,41.88063852,-87.72892669
1607,65759038,2/27/15 20:50,2015,5353 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,P733596,IL,PAS,Chicago,IL,"5353 W MADISON Chicago, IL","[41.8802784383, -87.7596694976]",,41.88027844,-87.7596695
1608,64566028,3/5/15 20:20,2015,353 N STATE ST,211,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,SDQ775,IL,PAS,Chicago,IL,"353 N STATE ST Chicago, IL","[41.8885798752, -87.6279395074]",,41.88857988,-87.62793951
1609,65662427,3/6/15 20:15,2015,353 N CLARK,211,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,N963537,IL,PAS,Chicago,IL,"353 N CLARK Chicago, IL","[41.9026756287, -87.6318206787]",,41.90267563,-87.63182068
1610,65663155,3/6/15 20:15,2015,353 N STATE ST,211,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,H662194,IL,PAS,Chicago,IL,"353 N STATE ST Chicago, IL","[41.8885798752, -87.6279395074]",,41.88857988,-87.62793951
1611,65700253,2/28/15 21:06,2015,1113 S CANAL,1,CPD,940060,PARK/STAND ON BICYCLE PATH,872R266,IL,TMP,Chicago,IL,"1113 S CANAL Chicago, IL","[41.868353337, -87.6392014325]",,41.86835334,-87.63920143
1612,65700254,2/28/15 21:10,2015,1115 S CANAL,1,CPD,940060,PARK/STAND ON BICYCLE PATH,934R319,IL,TMP,Chicago,IL,"1115 S CANAL Chicago, IL","[41.8683318794, -87.6392014325]",,41.86833188,-87.63920143
1613,65700255,2/28/15 21:18,2015,1121 S CANAL,1,CPD,940060,PARK/STAND ON BICYCLE PATH,V769821,IL,PAS,Chicago,IL,"1121 S CANAL Chicago, IL","[41.8682688475, -87.6392000914]",,41.86826885,-87.63920009
1614,65832968,3/8/15 21:01,2015,1310 S WABASH,1,CPD,940060,PARK/STAND ON BICYCLE PATH,V445090,IL,PAS,Chicago,IL,"1310 S WABASH Chicago, IL","[41.8653831482, -87.6262359619]",,41.86538315,-87.62623596
1615,65832969,3/8/15 21:02,2015,1310 S WABASH,1,CPD,940060,PARK/STAND ON BICYCLE PATH,V261815,IL,PAS,Chicago,IL,"1310 S WABASH Chicago, IL","[41.8653831482, -87.6262359619]",,41.86538315,-87.62623596
1616,65333203,2/20/15 22:09,2015,2015 S STATE STR,145,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,T947902,IL,PAS,Chicago,IL,"2015 S STATE STR Chicago, IL","[41.8548323214, -87.6270751655]",,41.85483232,-87.62707517
1617,65333204,2/20/15 22:12,2015,2013 S STATE STR,145,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,K578994,IL,PAS,Chicago,IL,"2013 S STATE STR Chicago, IL","[41.8548966944, -87.6270765066]",,41.85489669,-87.62707651
1618,65333205,2/20/15 22:15,2015,2011 S STATE STR,145,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,H591082,IL,PAS,Chicago,IL,"2011 S STATE STR Chicago, IL","[41.854907, -87.626731]",,41.854907,-87.626731
1619,65333207,2/20/15 22:22,2015,2020 S STATE STR,145,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,BSKT84,FL,PAS,Chicago,IL,"2020 S STATE STR Chicago, IL","[41.854877, -87.62902]",,41.854877,-87.62902
1620,65333208,2/20/15 22:29,2015,1921 S STATE STR,145,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,EK98K,MI,PAS,Chicago,IL,"1921 S STATE STR Chicago, IL","[41.856021, -87.626762]",,41.856021,-87.626762
1621,65333209,2/20/15 22:33,2015,1921 S STATE STR,145,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,V589043,IL,PAS,Chicago,IL,"1921 S STATE STR Chicago, IL","[41.856021, -87.626762]",,41.856021,-87.626762
1622,65333210,2/20/15 22:36,2015,1917 S STATE STR,145,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,V211171,IL,PAS,Chicago,IL,"1917 S STATE STR Chicago, IL","[41.856021, -87.626762]",,41.856021,-87.626762
1623,65333211,2/20/15 22:39,2015,1915 S STATE STR,145,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,N491386,IL,PAS,Chicago,IL,"1915 S STATE STR Chicago, IL","[41.856021, -87.626762]",,41.856021,-87.626762
1624,65336737,2/15/15 22:25,2015,2113 S STATE STR,145,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,V960661,IL,PAS,Chicago,IL,"2113 S STATE STR Chicago, IL","[41.853672, -87.626754]",,41.853672,-87.626754
1625,65336738,2/15/15 22:29,2015,2007 S STATE STR,145,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,V302440,IL,PAS,Chicago,IL,"2007 S STATE STR Chicago, IL","[41.855133, -87.626792]",,41.855133,-87.626792
1626,65476674,3/9/15 6:07,2015,856 W FULLERTON,19,CPD,940060,PARK/STAND ON BICYCLE PATH,VBV329,IL,PAS,Chicago,IL,"856 W FULLERTON Chicago, IL","[41.9257164001, -87.6510162354]",,41.9257164,-87.65101624
1627,65476675,3/9/15 6:10,2015,858 W FULLERTON,19,CPD,940060,PARK/STAND ON BICYCLE PATH,R604933,IL,TXI,Chicago,IL,"858 W FULLERTON Chicago, IL","[41.925490424, -87.6504921913]",,41.92549042,-87.65049219
1628,65476676,3/9/15 6:12,2015,900 W FULLERTON,19,CPD,940060,PARK/STAND ON BICYCLE PATH,8856101,IL,PAS,Chicago,IL,"900 W FULLERTON Chicago, IL","[41.9257125854, -87.6513366699]",,41.92571259,-87.65133667
1629,65476677,3/9/15 6:14,2015,900 W FULLERTON,19,CPD,940060,PARK/STAND ON BICYCLE PATH,71468FF,IL,PAS,Chicago,IL,"900 W FULLERTON Chicago, IL","[41.9257125854, -87.6513366699]",,41.92571259,-87.65133667
1630,65517365,3/9/15 21:30,2015,2937 W WARREN,11,CPD,940060,PARK/STAND ON BICYCLE PATH,1204342B,IL,TRK,Chicago,IL,"2937 W WARREN Chicago, IL","[41.8816947937, -87.7001724243]",,41.88169479,-87.70017242
1631,65523254,3/8/15 16:20,2015,1628 N CLYBOURN,18,CPD,940060,PARK/STAND ON BICYCLE PATH,159D94,MI,PAS,Chicago,IL,"1628 N CLYBOURN Chicago, IL","[41.911233142, -87.6500342041]",,41.91123314,-87.6500342
1632,65732788,3/8/15 5:18,2015,745 S INDEPENDENCE,11,CPD,940060,PARK/STAND ON BICYCLE PATH,N237642,IL,PAS,Chicago,IL,"745 S INDEPENDENCE Chicago, IL","[41.871131897, -87.719329834]",,41.8711319,-87.71932983
1633,65733568,3/9/15 18:31,2015,17 S HAMLIN,11,CPD,940060,PARK/STAND ON BICYCLE PATH,V762724,IL,PAS,Chicago,IL,"17 S HAMLIN Chicago, IL","[41.8805480003, -87.7206078172]",,41.880548,-87.72060782
1634,65819007,3/6/15 20:40,2015,7703 S ESSEX,412,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,L700944,IL,PAS,Chicago,IL,"7703 S ESSEX Chicago, IL","[41.7552425712, -87.5637643039]",,41.75524257,-87.5637643
1635,65545740,3/7/15 2:10,2015,5922 W LAKE,15,CPD,940060,PARK/STAND ON BICYCLE PATH,PKT8569,GA,PAS,Chicago,IL,"5922 W LAKE Chicago, IL","[41.8880045414, -87.7728766948]",,41.88800454,-87.77287669
1636,65545741,3/7/15 2:12,2015,5924 W LAKE,15,CPD,940060,PARK/STAND ON BICYCLE PATH,R421622,IL,PAS,Chicago,IL,"5924 W LAKE Chicago, IL","[41.8880072236, -87.7729390562]",,41.88800722,-87.77293906
1637,65662086,3/9/15 13:55,2015,1735 N WELLS,211,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,V287812,IL,PAS,Chicago,IL,"1735 N WELLS Chicago, IL","[41.9138851762, -87.6347395778]",,41.91388518,-87.63473958
1638,65701724,3/10/15 13:37,2015,161 W HARRISON,1,CPD,940060,PARK/STAND ON BICYCLE PATH,P134355,IL,PAS,Chicago,IL,"161 W HARRISON Chicago, IL","[41.8741798401, -87.6328811646]",,41.87417984,-87.63288116
1639,65115022,3/11/15 17:29,2015,306 S DESPLAINES,1,CPD,940060,PARK/STAND ON BICYCLE PATH,V956793,IL,PAS,Chicago,IL,"306 S DESPLAINES Chicago, IL","[41.8778067827, -87.6440575719]",,41.87780678,-87.64405757
1640,65699891,3/11/15 20:15,2015,200 N DEARBORN,1,CPD,940060,PARK/STAND ON BICYCLE PATH,P263379,IL,PAS,Chicago,IL,"200 N DEARBORN Chicago, IL","[41.8860588074, -87.6298751831]",,41.88605881,-87.62987518
1641,65734185,3/11/15 10:44,2015,4135 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,S214481,IL,PAS,Chicago,IL,"4135 W MADISON Chicago, IL","[41.8806378543, -87.7290125191]",,41.88063785,-87.72901252
1642,65734189,3/11/15 14:17,2015,4131 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,V885099,IL,PAS,Chicago,IL,"4131 W MADISON Chicago, IL","[41.8806385249, -87.7289266884]",,41.88063852,-87.72892669
1643,65758662,3/6/15 22:25,2015,4234 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,7EKK768,IL,PAS,Chicago,IL,"4234 W MADISON Chicago, IL","[41.8810577393, -87.7320327759]",,41.88105774,-87.73203278
1644,65758663,3/9/15 19:22,2015,4151 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,1032178B,IL,TRK,Chicago,IL,"4151 W MADISON Chicago, IL","[41.8803405762, -87.7301177979]",,41.88034058,-87.7301178
1645,65758721,3/11/15 0:20,2015,5835 W LAKE,15,CPD,940060,PARK/STAND ON BICYCLE PATH,G331737,IL,PAS,Chicago,IL,"5835 W LAKE Chicago, IL","[41.8878375739, -87.7706336975]",,41.88783757,-87.7706337
1646,65759883,3/10/15 1:56,2015,5352 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,N327723,IL,PAS,Chicago,IL,"5352 W MADISON Chicago, IL","[41.8803709745, -87.7592289448]",,41.88037097,-87.75922894
1647,65117197,3/11/15 13:11,2015,630 S WABASH,1,CPD,940060,PARK/STAND ON BICYCLE PATH,6568123,IL,PAS,Chicago,IL,"630 S WABASH Chicago, IL","[41.8736610413, -87.6264648438]",,41.87366104,-87.62646484
1648,65448642,3/12/15 20:51,2015,2145 S HALSTED,12,CPD,940060,PARK/STAND ON BICYCLE PATH,162175EN,IL,ENV,Chicago,IL,"2145 S HALSTED Chicago, IL","[41.8529396057, -87.646194458]",,41.85293961,-87.64619446
1649,65448643,3/12/15 20:53,2015,2139 S HALSTED,12,CPD,940060,PARK/STAND ON BICYCLE PATH,A893624,IL,PAS,Chicago,IL,"2139 S HALSTED Chicago, IL","[41.8530387878, -87.646194458]",,41.85303879,-87.64619446
1650,65452165,3/10/15 19:19,2015,3649 W DOUGLAS,12,CPD,940060,PARK/STAND ON BICYCLE PATH,374R933,IL,TMP,Chicago,IL,"3649 W DOUGLAS Chicago, IL","[41.862340495, -87.7168594301]",,41.8623405,-87.71685943
1651,65452462,3/14/15 17:11,2015,1355 W WASHINGTON,12,CPD,940060,PARK/STAND ON BICYCLE PATH,E496584,IL,PAS,Chicago,IL,"1355 W WASHINGTON Chicago, IL","[41.8825645447, -87.6617660522]",,41.88256454,-87.66176605
1652,65452896,3/14/15 17:10,2015,1347 W WASHINGTON,12,CPD,940060,PARK/STAND ON BICYCLE PATH,F861075,IL,PAS,Chicago,IL,"1347 W WASHINGTON Chicago, IL","[41.8825683594, -87.6615371704]",,41.88256836,-87.66153717
1653,65571112,3/11/15 16:24,2015,8228 S SOUTH SHORE DR,4,CPD,940060,PARK/STAND ON BICYCLE PATH,V450912,IL,PAS,Chicago,IL,"8228 S SOUTH SHORE DR Chicago, IL","[41.745643, -87.548278]",,41.745643,-87.548278
1654,65825211,3/12/15 15:33,2015,4220 W 26TH ST,10,CPD,940060,PARK/STAND ON BICYCLE PATH,V415551,IL,PAS,Chicago,IL,"4220 W 26TH ST Chicago, IL","[41.8444480896, -87.7302780151]",,41.84444809,-87.73027802
1655,65834452,3/13/15 12:07,2015,1125 S CANAL,1,CPD,940060,PARK/STAND ON BICYCLE PATH,V532137,IL,PAS,Chicago,IL,"1125 S CANAL Chicago, IL","[41.8682266027, -87.6391994208]",,41.8682266,-87.63919942
1656,65834509,3/13/15 11:58,2015,1111 S CANAL,1,CPD,940060,PARK/STAND ON BICYCLE PATH,P933553,IL,PAS,Chicago,IL,"1111 S CANAL Chicago, IL","[41.8683741242, -87.639202103]",,41.86837412,-87.6392021
1657,65834510,3/13/15 12:00,2015,1121 S CANAL,1,CPD,940060,PARK/STAND ON BICYCLE PATH,E394365,IL,PAS,Chicago,IL,"1121 S CANAL Chicago, IL","[41.8682688475, -87.6392000914]",,41.86826885,-87.63920009
1658,65589959,3/13/15 21:34,2015,4750 N ELSTON,17,CPD,940060,PARK/STAND ON BICYCLE PATH,S645657,IL,PAS,Chicago,IL,"4750 N ELSTON Chicago, IL","[41.9670479, -87.7387033403]",,41.9670479,-87.73870334
1659,65832863,3/16/15 16:05,2015,1207 S CANAL,1,CPD,940060,PARK/STAND ON BICYCLE PATH,3532TX,IL,PAS,Chicago,IL,"1207 S CANAL Chicago, IL","[41.8670692295, -87.6391725987]",,41.86706923,-87.6391726
1660,65832864,3/16/15 16:10,2015,1201 S CANAL,1,CPD,940060,PARK/STAND ON BICYCLE PATH,S848806,IL,PAS,Chicago,IL,"1201 S CANAL Chicago, IL","[41.867114827, -87.6391746104]",,41.86711483,-87.63917461
1661,65833197,3/12/15 17:09,2015,161 W HARRISON,1,CPD,940060,PARK/STAND ON BICYCLE PATH,E505402,IL,PAS,Chicago,IL,"161 W HARRISON Chicago, IL","[41.8741798401, -87.6328811646]",,41.87417984,-87.63288116
1662,65833198,3/12/15 17:11,2015,161 W HARRISON,1,CPD,940060,PARK/STAND ON BICYCLE PATH,454184,RI,PAS,Chicago,IL,"161 W HARRISON Chicago, IL","[41.8741798401, -87.6328811646]",,41.87417984,-87.63288116
1663,65834451,3/13/15 12:04,2015,1125 S CANAL,1,CPD,940060,PARK/STAND ON BICYCLE PATH,E283701,IL,PAS,Chicago,IL,"1125 S CANAL Chicago, IL","[41.8682266027, -87.6391994208]",,41.8682266,-87.63919942
1664,65734530,3/17/15 11:38,2015,4017 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,656R387,IL,TMP,Chicago,IL,"4017 W MADISON Chicago, IL","[41.8806760758, -87.7261727303]",,41.88067608,-87.72617273
1665,65761586,3/14/15 23:02,2015,5315 W LAKE,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V761141,IL,PAS,Chicago,IL,"5315 W LAKE Chicago, IL","[41.887046814, -87.7584457397]",,41.88704681,-87.75844574
1666,65761633,3/13/15 18:45,2015,5431 W MADISON ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,E532518,IL,PAS,Chicago,IL,"5431 W MADISON ST Chicago, IL","[41.8799476624, -87.7614059448]",,41.87994766,-87.76140594
1667,65761634,3/13/15 19:00,2015,5433 W MADISON ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,L402853,IL,PAS,Chicago,IL,"5433 W MADISON ST Chicago, IL","[41.8802750856, -87.7613063157]",,41.88027509,-87.76130632
1668,65762100,3/15/15 18:10,2015,5245 W LAKE ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V336464,IL,PAS,Chicago,IL,"5245 W LAKE ST Chicago, IL","[41.887042, -87.7574]",,41.887042,-87.7574
1669,65134374,3/19/15 0:48,2015,4540 N BROADWAY,19,CPD,940060,PARK/STAND ON BICYCLE PATH,6256243,IL,PAS,Chicago,IL,"4540 N BROADWAY Chicago, IL","[41.9643247873, -87.6568208635]",,41.96432479,-87.65682086
1670,65135869,3/16/15 15:59,2015,921 W FULLERTON,19,CPD,940060,PARK/STAND ON BICYCLE PATH,E155065,IL,PAS,Chicago,IL,"921 W FULLERTON Chicago, IL","[41.9251670837, -87.6520385742]",,41.92516708,-87.65203857
1671,65135870,3/16/15 15:59,2015,841 W FULLERTON,19,CPD,940060,PARK/STAND ON BICYCLE PATH,V775240,IL,PAS,Chicago,IL,"841 W FULLERTON Chicago, IL","[41.9251937866, -87.6503829956]",,41.92519379,-87.650383
1672,65527263,3/17/15 10:18,2015,921 W FULLERTON,18,CPD,940060,PARK/STAND ON BICYCLE PATH,E155065,IL,PAS,Chicago,IL,"921 W FULLERTON Chicago, IL","[41.9251670837, -87.6520385742]",,41.92516708,-87.65203857
1673,65333711,3/11/15 11:54,2015,1601 N WELLS,145,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,K816219,IL,PAS,Chicago,IL,"1601 N WELLS Chicago, IL","[41.9113883972, -87.6343612671]",,41.9113884,-87.63436127
1674,65760788,3/19/15 16:55,2015,5402 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,E352057,IL,PAS,Chicago,IL,"5402 W MADISON Chicago, IL","[41.8803649396, -87.7603407204]",,41.88036494,-87.76034072
1675,65047710,3/20/15 19:28,2015,2145 S HALSTED ST,12,CPD,940060,PARK/STAND ON BICYCLE PATH,V378595,IL,PAS,Chicago,IL,"2145 S HALSTED ST Chicago, IL","[41.8529396057, -87.646194458]",,41.85293961,-87.64619446
1676,65115630,3/22/15 11:35,2015,1101 S CANAL ST,1,CPD,940060,PARK/STAND ON BICYCLE PATH,R785367,IL,PAS,Chicago,IL,"1101 S CANAL ST Chicago, IL","[41.8684800714, -87.6392041147]",,41.86848007,-87.63920411
1677,65734545,2/20/15 11:32,2015,4038 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,R974013,IL,PAS,Chicago,IL,"4038 W MADISON Chicago, IL","[41.881111145, -87.7272720337]",,41.88111115,-87.72727203
1678,65734547,3/20/15 12:08,2015,4131 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,5043173,IL,PAS,Chicago,IL,"4131 W MADISON Chicago, IL","[41.8806385249, -87.7289266884]",,41.88063852,-87.72892669
1679,65762109,3/20/15 18:00,2015,5142 W MADISON ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,L558634,IL,PAS,Chicago,IL,"5142 W MADISON ST Chicago, IL","[41.8804387003, -87.7540053427]",,41.8804387,-87.75400534
1680,65764413,3/20/15 20:49,2015,3726 W DOUGLAS,10,CPD,940060,PARK/STAND ON BICYCLE PATH,167R053,IL,TMP,Chicago,IL,"3726 W DOUGLAS Chicago, IL","[41.8628648669, -87.7187047899]",,41.86286487,-87.71870479
1681,65831889,3/22/15 23:25,2015,1935 S WABASH,1,CPD,940060,PARK/STAND ON BICYCLE PATH,D682069,IL,PAS,Chicago,IL,"1935 S WABASH Chicago, IL","[41.8559074402, -87.6250686646]",,41.85590744,-87.62506866
1682,65553512,3/20/15 8:14,2015,1440 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,V775038,IL,PAS,Chicago,IL,"1440 N HALSTED Chicago, IL","[41.9075846672, -87.648241818]",,41.90758467,-87.64824182
1683,65553513,3/20/15 8:14,2015,1440 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,VSD8090,IL,PAS,Chicago,IL,"1440 N HALSTED Chicago, IL","[41.9075846672, -87.648241818]",,41.90758467,-87.64824182
1684,65553514,3/20/15 8:14,2015,1440 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,S471713,IL,PAS,Chicago,IL,"1440 N HALSTED Chicago, IL","[41.9075846672, -87.648241818]",,41.90758467,-87.64824182
1685,65553516,3/20/15 8:26,2015,1440 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,H584956,IL,PAS,Chicago,IL,"1440 N HALSTED Chicago, IL","[41.9075846672, -87.648241818]",,41.90758467,-87.64824182
1686,65553517,3/20/15 8:28,2015,1460 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,G591649,IL,PAS,Chicago,IL,"1460 N HALSTED Chicago, IL","[41.9078629464, -87.6482445002]",,41.90786295,-87.6482445
1687,65762119,3/21/15 20:05,2015,5146 W MADISON ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,BMYLUVR,IL,PAS,Chicago,IL,"5146 W MADISON ST Chicago, IL","[41.8804380298, -87.7540677041]",,41.88043803,-87.7540677
1688,65762120,3/21/15 20:15,2015,5146 W MADISON ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,S930266,IL,PAS,Chicago,IL,"5146 W MADISON ST Chicago, IL","[41.8804380298, -87.7540677041]",,41.88043803,-87.7540677
1689,65806611,3/21/15 20:10,2015,5345 W MADISON ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,H869910,IL,PAS,Chicago,IL,"5345 W MADISON ST Chicago, IL","[41.8799743652, -87.7594451904]",,41.87997437,-87.75944519
1690,65806613,3/21/15 20:15,2015,5433 W MADISON ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V336464,IL,PAS,Chicago,IL,"5433 W MADISON ST Chicago, IL","[41.8802750856, -87.7613063157]",,41.88027509,-87.76130632
1691,65701580,3/20/15 19:48,2015,2020 S STATE ST,1,CPD,940060,PARK/STAND ON BICYCLE PATH,TK784LGL,IN,PAS,Chicago,IL,"2020 S STATE ST Chicago, IL","[41.854877, -87.62902]",,41.854877,-87.62902
1692,65760791,3/24/15 18:10,2015,5353 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,S887675,IL,PAS,Chicago,IL,"5353 W MADISON Chicago, IL","[41.8802784383, -87.7596694976]",,41.88027844,-87.7596695
1693,65411770,3/24/15 18:03,2015,1158 S CALIFORNIA,25,CPD,940060,PARK/STAND ON BICYCLE PATH,958R480,IL,TMP,Chicago,IL,"1158 S CALIFORNIA Chicago, IL","[41.8673052639, -87.695979774]",,41.86730526,-87.69597977
1694,65553519,3/26/15 8:08,2015,1460 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,E194440,IL,PAS,Chicago,IL,"1460 N HALSTED Chicago, IL","[41.9078629464, -87.6482445002]",,41.90786295,-87.6482445
1695,65559655,3/25/15 8:25,2015,2350 S STATE ST,1,CPD,940060,PARK/STAND ON BICYCLE PATH,S851963,IL,PAS,Chicago,IL,"2350 S STATE ST Chicago, IL","[41.849761, -87.627433]",,41.849761,-87.627433
1696,65646710,3/25/15 13:48,2015,642 E PERSHING RD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,E390609,IL,PAS,Chicago,IL,"642 E PERSHING RD Chicago, IL","[41.8242149353, -87.6107559204]",,41.82421494,-87.61075592
1697,65678021,3/26/15 8:16,2015,1460 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,1655TX,IL,TXI,Chicago,IL,"1460 N HALSTED Chicago, IL","[41.9078629464, -87.6482445002]",,41.90786295,-87.6482445
