,Unnamed: 0,id,ticket_num,issued,year,address,unit_num,unit_desc,violation_code,code_description,license,license_st,license_type,city,state,location
1066,1066,1067,55199437,8/26/08 3:30,2008,3434 N HALSTED,23,CPD,940060,PARK/STAND ON BICYCLE PATH,DNIKKI1,IL,PAS,Chicago,IL,"3434 N HALSTED Chicago, IL"
1067,1067,1068,55008626,8/23/08 10:30,2008,550 W MONTROSE,252,CPD,940060,PARK/STAND ON BICYCLE PATH,2249356,IL,PAS,Chicago,IL,"550 W MONTROSE Chicago, IL"
1068,1068,1069,55008627,8/23/08 10:31,2008,550 W MONTROSE,252,CPD,940060,PARK/STAND ON BICYCLE PATH,G845141,IL,PAS,Chicago,IL,"550 W MONTROSE Chicago, IL"
1069,1069,1070,55008628,8/23/08 10:35,2008,550 W MONTROSE,252,CPD,940060,PARK/STAND ON BICYCLE PATH,BEM6899,WI,TRK,Chicago,IL,"550 W MONTROSE Chicago, IL"
1070,1070,1071,55008629,8/23/08 10:40,2008,550 W MONTROSE,252,CPD,940060,PARK/STAND ON BICYCLE PATH,5557078,IL,PAS,Chicago,IL,"550 W MONTROSE Chicago, IL"
1071,1071,1072,55008630,8/23/08 10:42,2008,550 W MONTROSE,252,CPD,940060,PARK/STAND ON BICYCLE PATH,CGK247,IL,PAS,Chicago,IL,"550 W MONTROSE Chicago, IL"
1072,1072,1073,55166296,8/26/08 20:45,2008,1549 S BLUEISLAND,12,CPD,940060,PARK/STAND ON BICYCLE PATH,9164231,IL,PAS,Chicago,IL,"1549 S BLUEISLAND Chicago, IL"
1073,1073,1074,55215739,8/31/08 18:15,2008,5049 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,659J090,IL,TMP,Chicago,IL,"5049 S DREXEL Chicago, IL"
1074,1074,1075,55216968,8/30/08 18:37,2008,3301 S LAKE SHORE,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9525942,IL,PAS,Chicago,IL,"3301 S LAKE SHORE Chicago, IL"
1075,1075,1076,55835629,1/3/09 19:50,2009,4810 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,X693906,IL,PAS,Chicago,IL,"4810 S DREXEL Chicago, IL"
1076,1076,1077,55915767,1/6/09 13:07,2009,3546 N SOUTHPORT,19,CPD,940060,PARK/STAND ON BICYCLE PATH,G838752,IL,PAS,Chicago,IL,"3546 N SOUTHPORT Chicago, IL"
1077,1077,1078,55915768,1/6/09 13:10,2009,3544 S SOUTHPORT,19,CPD,940060,PARK/STAND ON BICYCLE PATH,A625746,IL,PAS,Chicago,IL,"3544 S SOUTHPORT Chicago, IL"
1078,1078,1079,55865704,12/28/08 21:24,2008,510 W ARMITAGE,18,CPD,940060,PARK/STAND ON BICYCLE PATH,9017851,IL,PAS,Chicago,IL,"510 W ARMITAGE Chicago, IL"
1079,1079,1080,55865517,12/29/08 3:00,2008,2020 N LINCOLN,18,CPD,940060,PARK/STAND ON BICYCLE PATH,B613LC,FL,PAS,Chicago,IL,"2020 N LINCOLN Chicago, IL"
1080,1080,1081,55837181,1/15/09 16:45,2009,4535 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,556K628,IL,TMP,Chicago,IL,"4535 S DREXEL Chicago, IL"
1081,1081,1082,55837183,1/15/09 17:10,2009,4531 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,OBS32,IL,PAS,Chicago,IL,"4531 S DREXEL Chicago, IL"
1082,1082,1083,55837184,1/15/09 17:13,2009,4527 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,F345862,IL,PAS,Chicago,IL,"4527 S DREXEL Chicago, IL"
1083,1083,1084,55837185,1/15/09 17:20,2009,4531 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,S38711,IL,PAS,Chicago,IL,"4531 S DREXEL Chicago, IL"
1084,1084,1085,55837186,1/15/09 17:25,2009,4517 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,8651531,IL,PAS,Chicago,IL,"4517 S DREXEL Chicago, IL"
1085,1085,1086,55837187,1/15/09 17:30,2009,4508 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,X429646,IL,PAS,Chicago,IL,"4508 S DREXEL Chicago, IL"
1086,1086,1087,55837192,1/15/09 17:45,2009,4520 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,X899399,IL,PAS,Chicago,IL,"4520 S DREXEL Chicago, IL"
1087,1087,1088,55837193,1/15/09 17:45,2009,4524 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,X733902,IL,PAS,Chicago,IL,"4524 S DREXEL Chicago, IL"
1088,1088,1089,55837194,1/15/09 17:45,2009,4526 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,595HXT,FL,PAS,Chicago,IL,"4526 S DREXEL Chicago, IL"
1089,1089,1090,55837195,1/15/09 17:50,2009,4526 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,6511471,IL,PAS,Chicago,IL,"4526 S DREXEL Chicago, IL"
1090,1090,1091,55837196,1/15/09 17:55,2009,4548 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,X857080,IL,PAS,Chicago,IL,"4548 S DREXEL Chicago, IL"
1091,1091,1092,55837197,1/15/09 18:00,2009,4552 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7798917,IL,PAS,Chicago,IL,"4552 S DREXEL Chicago, IL"
1092,1092,1093,55837198,1/15/09 18:00,2009,4552 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,A425365,IL,PAS,Chicago,IL,"4552 S DREXEL Chicago, IL"
1093,1093,1094,55837199,1/15/09 18:05,2009,4554 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,A508023,IL,PAS,Chicago,IL,"4554 S DREXEL Chicago, IL"
1094,1094,1095,55837200,1/15/09 18:05,2009,4556 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,2256876,IL,PAS,Chicago,IL,"4556 S DREXEL Chicago, IL"
1095,1095,1096,55869516,1/18/09 9:45,2009,948 W ARMITAGE,18,CPD,940060,PARK/STAND ON BICYCLE PATH,8924990,IL,PAS,Chicago,IL,"948 W ARMITAGE Chicago, IL"
1096,1096,1097,56013804,1/21/09 19:30,2009,610 S HALSTED ST,12,CPD,940060,PARK/STAND ON BICYCLE PATH,660K709,IL,TMP,Chicago,IL,"610 S HALSTED ST Chicago, IL"
1097,1097,1098,55828137,1/22/09 11:45,2009,3434 N SOUTHPORT,19,CPD,940060,PARK/STAND ON BICYCLE PATH,A534276,IL,PAS,Chicago,IL,"3434 N SOUTHPORT Chicago, IL"
1098,1098,1099,55879797,1/23/09 15:33,2009,3831 N BROADWAY,23,CPD,940060,PARK/STAND ON BICYCLE PATH,E165709,IL,PAS,Chicago,IL,"3831 N BROADWAY Chicago, IL"
1099,1099,1100,55818520,1/25/09 17:47,2009,3014 W AUGUSTA,13,CPD,940060,PARK/STAND ON BICYCLE PATH,X382225,IL,PAS,Chicago,IL,"3014 W AUGUSTA Chicago, IL"
1100,1100,1101,55891442,1/26/09 21:35,2009,4220 W 26TH ST,10,CPD,940060,PARK/STAND ON BICYCLE PATH,A411841,IL,PAS,Chicago,IL,"4220 W 26TH ST Chicago, IL"
1101,1101,1102,55868577,1/25/09 9:59,2009,1862 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,9391381,IL,PAS,Chicago,IL,"1862 N HALSTED Chicago, IL"
1102,1102,1103,55868578,1/25/09 10:00,2009,1868 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,H117925,IL,PAS,Chicago,IL,"1868 N HALSTED Chicago, IL"
1103,1103,1104,55868579,1/25/09 10:02,2009,1874 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,T132079,IL,PAS,Chicago,IL,"1874 N HALSTED Chicago, IL"
1104,1104,1105,55868580,1/25/09 10:04,2009,1910 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,X311324,IL,PAS,Chicago,IL,"1910 N HALSTED Chicago, IL"
1105,1105,1106,55868581,1/25/09 10:06,2009,1912 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,A785086,IL,PAS,Chicago,IL,"1912 N HALSTED Chicago, IL"
1106,1106,1107,55868582,1/25/09 10:07,2009,1918 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,198RTD,FL,PAS,Chicago,IL,"1918 N HALSTED Chicago, IL"
1107,1107,1108,55868583,1/25/09 10:09,2009,1918 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,5310456,IL,PAS,Chicago,IL,"1918 N HALSTED Chicago, IL"
1108,1108,1109,55868584,1/25/09 10:11,2009,1942 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,9507352,IL,PAS,Chicago,IL,"1942 N HALSTED Chicago, IL"
1109,1109,1110,55868585,1/25/09 10:12,2009,1944 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,PMT761,IL,PAS,Chicago,IL,"1944 N HALSTED Chicago, IL"
1110,1110,1111,55319635,1/29/09 21:55,2009,4344 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,G340065,IL,PAS,Chicago,IL,"4344 S DREXEL Chicago, IL"
1111,1111,1112,54363599,1/26/09 16:35,2009,1647 N WELLS,216,CPD,940060,PARK/STAND ON BICYCLE PATH,3544998,IL,PAS,Chicago,IL,"1647 N WELLS Chicago, IL"
1112,1112,1113,55833376,1/31/09 19:54,2009,4812 S DREXEL,20,CPD,940060,PARK/STAND ON BICYCLE PATH,5091539,IL,PAS,Chicago,IL,"4812 S DREXEL Chicago, IL"
1113,1113,1114,55883492,2/2/09 3:00,2009,3462 N CLARK,23,CPD,940060,PARK/STAND ON BICYCLE PATH,3511TX,IL,TXI,Chicago,IL,"3462 N CLARK Chicago, IL"
1114,1114,1115,55883493,2/2/09 3:00,2009,3472 N CLARK,23,CPD,940060,PARK/STAND ON BICYCLE PATH,5721TX,IL,TXI,Chicago,IL,"3472 N CLARK Chicago, IL"
1115,1115,1116,55882478,2/4/09 1:57,2009,3343 N HALSTED,23,CPD,940060,PARK/STAND ON BICYCLE PATH,1197TX,IL,TXI,Chicago,IL,"3343 N HALSTED Chicago, IL"
1116,1116,1117,56117701,2/4/09 1:55,2009,3341 N HALSTED,23,CPD,940060,PARK/STAND ON BICYCLE PATH,5593TX,IL,TXI,Chicago,IL,"3341 N HALSTED Chicago, IL"
1117,1117,1118,56117702,2/4/09 2:03,2009,3731 N HALSTED,23,CPD,940060,PARK/STAND ON BICYCLE PATH,1617TX,IL,TXI,Chicago,IL,"3731 N HALSTED Chicago, IL"
1118,1118,1119,55319641,2/2/09 17:43,2009,4914 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,X774982,IL,PAS,Chicago,IL,"4914 S DREXEL Chicago, IL"
1119,1119,1120,55832987,2/2/09 17:28,2009,4840 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,6355354,IL,PAS,Chicago,IL,"4840 S DREXEL Chicago, IL"
1120,1120,1121,55748072,2/7/09 16:12,2009,3227 N HALSTED,23,CPD,940060,PARK/STAND ON BICYCLE PATH,BML9462,IL,PAS,Chicago,IL,"3227 N HALSTED Chicago, IL"
1121,1121,1122,55881032,2/9/09 3:35,2009,3651 N HALSTED,23,CPD,940060,PARK/STAND ON BICYCLE PATH,9924TX,IL,TXI,Chicago,IL,"3651 N HALSTED Chicago, IL"
1122,1122,1123,55881034,2/9/09 3:45,2009,3641 N HALSTED,23,CPD,940060,PARK/STAND ON BICYCLE PATH,1914TX,IL,TXI,Chicago,IL,"3641 N HALSTED Chicago, IL"
1123,1123,1124,56014906,2/10/09 17:47,2009,1333 S HALSTED,12,CPD,940060,PARK/STAND ON BICYCLE PATH,XTC4821,IL,PAS,Chicago,IL,"1333 S HALSTED Chicago, IL"
1124,1124,1125,56117704,2/9/09 3:38,2009,3641 N HALSTED,23,CPD,940060,PARK/STAND ON BICYCLE PATH,3469TX,IL,TXI,Chicago,IL,"3641 N HALSTED Chicago, IL"
1125,1125,1126,56117705,2/9/09 3:57,2009,3641 N HALSTED,23,CPD,940060,PARK/STAND ON BICYCLE PATH,2257TX,TX,TXI,Chicago,IL,"3641 N HALSTED Chicago, IL"
1126,1126,1127,56117706,2/9/09 4:00,2009,3444 N HALSTED,23,CPD,940060,PARK/STAND ON BICYCLE PATH,6670TX,IL,TXI,Chicago,IL,"3444 N HALSTED Chicago, IL"
1127,1127,1128,56130265,2/10/09 13:50,2009,1623 S BLUE ISLAN,12,CPD,940060,PARK/STAND ON BICYCLE PATH,X717956,IL,PAS,Chicago,IL,"1623 S BLUE ISLAN Chicago, IL"
1128,1128,1129,9090026796,2/15/09 12:16,2009,2825 N ELSTON AVE,14,CPD,940060,PARK/STAND ON BICYCLE PATH,H133583,IL,PAS,Chicago,IL,"2825 N ELSTON AVE Chicago, IL"
1129,1129,1130,56062351,2/8/09 18:25,2009,3157 W PRATT,24,CPD,940060,PARK/STAND ON BICYCLE PATH,C74335,IL,PAS,Chicago,IL,"3157 W PRATT Chicago, IL"
1130,1130,1131,55816641,2/12/09 17:02,2009,11 S CANAL,1,CPD,940060,PARK/STAND ON BICYCLE PATH,H140260,IL,PAS,Chicago,IL,"11 S CANAL Chicago, IL"
1131,1131,1132,55882483,2/11/09 1:40,2009,3352 N HALSTED,23,CPD,940060,PARK/STAND ON BICYCLE PATH,6012TX,IL,PAS,Chicago,IL,"3352 N HALSTED Chicago, IL"
1132,1132,1133,55882484,2/11/09 1:41,2009,3350 N HALSTED,23,CPD,940060,PARK/STAND ON BICYCLE PATH,3214TX,TX,PAS,Chicago,IL,"3350 N HALSTED Chicago, IL"
1133,1133,1134,56116405,2/12/09 18:05,2009,3325 N HALSTED,23,CPD,940060,PARK/STAND ON BICYCLE PATH,G110955,IL,PAS,Chicago,IL,"3325 N HALSTED Chicago, IL"
1134,1134,1135,55700062,2/9/09 11:40,2009,3450 N SOUTHPORT,19,CPD,940060,PARK/STAND ON BICYCLE PATH,X787815,IL,PAS,Chicago,IL,"3450 N SOUTHPORT Chicago, IL"
1135,1135,1136,56130711,2/11/09 13:46,2009,913 W WASHINGTON,12,CPD,940060,PARK/STAND ON BICYCLE PATH,X438827,IL,PAS,Chicago,IL,"913 W WASHINGTON Chicago, IL"
1136,1136,1137,56084090,2/22/09 17:40,2009,4817 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9879811,IL,PAS,Chicago,IL,"4817 S DREXEL Chicago, IL"
1137,1137,1138,56084092,2/22/09 20:20,2009,4917 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,H318031,IL,PAS,Chicago,IL,"4917 S DREXEL Chicago, IL"
1138,1138,1139,56085514,2/22/09 20:54,2009,5057 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,A226709,IL,PAS,Chicago,IL,"5057 S DREXEL Chicago, IL"
1139,1139,1140,56015312,2/19/09 18:47,2009,1034 W TAYLOR ST,12,CPD,940060,PARK/STAND ON BICYCLE PATH,7598339,IL,PAS,Chicago,IL,"1034 W TAYLOR ST Chicago, IL"
1140,1140,1141,55417142,2/23/09 7:58,2009,3315 W MARQUETTE RD,8,CPD,940060,PARK/STAND ON BICYCLE PATH,X316871,IL,PAS,Chicago,IL,"3315 W MARQUETTE RD Chicago, IL"
1141,1141,1142,55417143,2/23/09 8:01,2009,3259 W MARQUETTE RD,8,CPD,940060,PARK/STAND ON BICYCLE PATH,412ZU,IN,PAS,Chicago,IL,"3259 W MARQUETTE RD Chicago, IL"
1142,1142,1143,56084094,2/22/09 20:54,2009,4611 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,X584892,IL,PAS,Chicago,IL,"4611 S DREXEL Chicago, IL"
1143,1143,1144,56084100,2/25/09 22:47,2009,4917 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,A332299,IL,PAS,Chicago,IL,"4917 S DREXEL Chicago, IL"
1144,1144,1145,56084726,2/26/09 21:35,2009,4957 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,X932320,IL,PAS,Chicago,IL,"4957 S DREXEL Chicago, IL"
1145,1145,1146,56117723,2/19/09 4:13,2009,3331 N CLARK,23,CPD,940060,PARK/STAND ON BICYCLE PATH,2483TX,IL,TXI,Chicago,IL,"3331 N CLARK Chicago, IL"
1146,1146,1147,56118703,2/25/09 1:10,2009,3541 N HALSTED,23,CPD,940060,PARK/STAND ON BICYCLE PATH,3384TX,IL,TXI,Chicago,IL,"3541 N HALSTED Chicago, IL"
1147,1147,1148,56120102,2/20/09 1:05,2009,3641 N HALSTED,23,CPD,940060,PARK/STAND ON BICYCLE PATH,BORREGO,IL,PAS,Chicago,IL,"3641 N HALSTED Chicago, IL"
1148,1148,1149,56120104,2/21/09 2:50,2009,3645 N HALSTED,23,CPD,940060,PARK/STAND ON BICYCLE PATH,1252TX,IL,PAS,Chicago,IL,"3645 N HALSTED Chicago, IL"
1149,1149,1150,56120108,2/25/09 1:10,2009,3545 N HALSTED,23,CPD,940060,PARK/STAND ON BICYCLE PATH,2577TX,IL,TXI,Chicago,IL,"3545 N HALSTED Chicago, IL"
1150,1150,1151,56120109,2/25/09 1:10,2009,3547 N HALSTED,23,CPD,940060,PARK/STAND ON BICYCLE PATH,4955TX,IL,TXI,Chicago,IL,"3547 N HALSTED Chicago, IL"
1151,1151,1152,55892597,2/26/09 15:20,2009,2619 S DRAKE,10,CPD,940060,PARK/STAND ON BICYCLE PATH,A421469,IL,PAS,Chicago,IL,"2619 S DRAKE Chicago, IL"
1152,1152,1153,56075885,2/21/09 3:23,2009,804 W 67TH STREET,7,CPD,940060,PARK/STAND ON BICYCLE PATH,X728407,IL,PAS,Chicago,IL,"804 W 67TH STREET Chicago, IL"
1153,1153,1154,56078313,2/24/09 13:46,2009,6343 S HALSTED,7,CPD,940060,PARK/STAND ON BICYCLE PATH,H258069,IL,PAS,Chicago,IL,"6343 S HALSTED Chicago, IL"
1154,1154,1155,56078315,2/24/09 14:00,2009,6343 S HALSTED,7,CPD,940060,PARK/STAND ON BICYCLE PATH,X705646,IL,PAS,Chicago,IL,"6343 S HALSTED Chicago, IL"
1155,1155,1156,56120122,3/1/09 2:53,2009,4323 N CLARK,23,CPD,940060,PARK/STAND ON BICYCLE PATH,3156TX,IL,TXI,Chicago,IL,"4323 N CLARK Chicago, IL"
1156,1156,1157,56163151,3/4/09 23:54,2009,1204 W 67TH,7,CPD,940060,PARK/STAND ON BICYCLE PATH,D325371,IL,PAS,Chicago,IL,"1204 W 67TH Chicago, IL"
1157,1157,1158,56078139,3/6/09 2:55,2009,1202 W MARQUETTE,7,CPD,940060,PARK/STAND ON BICYCLE PATH,2463528,IL,PAS,Chicago,IL,"1202 W MARQUETTE Chicago, IL"
1158,1158,1159,56085020,3/5/09 17:33,2009,4915 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,X396487,IL,PAS,Chicago,IL,"4915 S DREXEL Chicago, IL"
1159,1159,1160,56070202,3/6/09 2:20,2009,5825 N KENMORE,20,CPD,940060,PARK/STAND ON BICYCLE PATH,SWM5999,NC,PAS,Chicago,IL,"5825 N KENMORE Chicago, IL"
1160,1160,1161,56084661,3/10/09 16:57,2009,4524 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,633K580,IL,TMP,Chicago,IL,"4524 S DREXEL Chicago, IL"
1161,1161,1162,56084560,3/11/09 22:21,2009,4625 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,X41,IL,PAS,Chicago,IL,"4625 S DREXEL Chicago, IL"
1162,1162,1163,56085798,3/11/09 22:21,2009,4659 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,X940417,IL,PAS,Chicago,IL,"4659 S DREXEL Chicago, IL"
1163,1163,1164,56085799,3/11/09 22:21,2009,4659 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,507K451,IL,TMP,Chicago,IL,"4659 S DREXEL Chicago, IL"
1164,1164,1165,56177581,3/12/09 8:43,2009,1233 S WABASH,152,CPD,940060,PARK/STAND ON BICYCLE PATH,6727036,IL,PAS,Chicago,IL,"1233 S WABASH Chicago, IL"
1165,1165,1166,56245395,3/16/09 23:34,2009,5325 N DAMEN,20,CPD,940060,PARK/STAND ON BICYCLE PATH,1453492,IL,PAS,Chicago,IL,"5325 N DAMEN Chicago, IL"
1166,1166,1167,56276826,3/15/09 8:20,2009,3303 W MARQUETTE RD,8,CPD,940060,PARK/STAND ON BICYCLE PATH,H298619,IL,PAS,Chicago,IL,"3303 W MARQUETTE RD Chicago, IL"
1167,1167,1168,56144503,3/15/09 1:05,2009,5043 W WASHINGTON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,X482397,IL,PAS,Chicago,IL,"5043 W WASHINGTON Chicago, IL"
1168,1168,1169,56185605,3/18/09 1:03,2009,3415 N CLARK,23,CPD,940060,PARK/STAND ON BICYCLE PATH,4634TX,IL,TXI,Chicago,IL,"3415 N CLARK Chicago, IL"
1169,1169,1170,56185606,3/18/09 1:03,2009,3417 N CLARK,23,CPD,940060,PARK/STAND ON BICYCLE PATH,2340TX,IL,TXI,Chicago,IL,"3417 N CLARK Chicago, IL"
1170,1170,1171,56185607,3/18/09 1:13,2009,2351 N HALSTED,23,CPD,940060,PARK/STAND ON BICYCLE PATH,943TX,IL,TXI,Chicago,IL,"2351 N HALSTED Chicago, IL"
1171,1171,1172,56086439,3/21/09 22:22,2009,4817 S DREXEL BLVD,21,CPD,940060,PARK/STAND ON BICYCLE PATH,A388027,IL,PAS,Chicago,IL,"4817 S DREXEL BLVD Chicago, IL"
1172,1172,1173,56086524,3/22/09 20:52,2009,3201 S LAKE SHORE DR,21,CPD,940060,PARK/STAND ON BICYCLE PATH,A475679,IL,PAS,Chicago,IL,"3201 S LAKE SHORE DR Chicago, IL"
1173,1173,1174,56132540,3/22/09 23:50,2009,6228 N WINTHROP,24,CPD,940060,PARK/STAND ON BICYCLE PATH,G404888,IL,PAS,Chicago,IL,"6228 N WINTHROP Chicago, IL"
1174,1174,1175,9090112093,3/27/09 7:03,2009,540 N MILWAUKEE AVE,13,CPD,940060,PARK/STAND ON BICYCLE PATH,4662728,IL,PAS,Chicago,IL,"540 N MILWAUKEE AVE Chicago, IL"
1175,1175,1176,55901910,3/16/09 17:50,2009,3941 W LAWRENCE,17,CPD,940060,PARK/STAND ON BICYCLE PATH,X173770,IL,PAS,Chicago,IL,"3941 W LAWRENCE Chicago, IL"
1176,1176,1177,56084572,3/28/09 17:19,2009,4625 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,X620206,IL,PAS,Chicago,IL,"4625 S DREXEL Chicago, IL"
1177,1177,1178,56499576,3/28/09 17:16,2009,4917 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,X734500,IL,PAS,Chicago,IL,"4917 S DREXEL Chicago, IL"
1178,1178,1179,55901912,3/17/09 20:30,2009,3915 W LAWRENCE,17,CPD,940060,PARK/STAND ON BICYCLE PATH,A164601,IL,PAS,Chicago,IL,"3915 W LAWRENCE Chicago, IL"
1179,1179,1180,56499765,3/29/09 17:04,2009,4340 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,X698325,IL,PAS,Chicago,IL,"4340 S DREXEL Chicago, IL"
1180,1180,1181,56158730,3/30/09 10:25,2009,1913 W AUGUSTA,13,CPD,940060,PARK/STAND ON BICYCLE PATH,E161057,IL,PAS,Chicago,IL,"1913 W AUGUSTA Chicago, IL"
1181,1181,1182,56284937,4/2/09 10:36,2009,1604 W DIVISION,14,CPD,940060,PARK/STAND ON BICYCLE PATH,F403526,IL,PAS,Chicago,IL,"1604 W DIVISION Chicago, IL"
1182,1182,1183,56284943,4/3/09 8:55,2009,1606 W DIVISION,14,CPD,940060,PARK/STAND ON BICYCLE PATH,5461601,IL,PAS,Chicago,IL,"1606 W DIVISION Chicago, IL"
1183,1183,1184,56499728,3/30/09 17:45,2009,4540 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,8441538,IL,OTH,Chicago,IL,"4540 S DREXEL Chicago, IL"
1184,1184,1185,56209697,4/11/09 3:24,2009,1245 W FULLERTON,19,CPD,940060,PARK/STAND ON BICYCLE PATH,T579546,IL,PAS,Chicago,IL,"1245 W FULLERTON Chicago, IL"
1185,1185,1186,56331496,4/11/09 2:31,2009,2233 N LINCOLN,18,CPD,940060,PARK/STAND ON BICYCLE PATH,2089TX,IL,PAS,Chicago,IL,"2233 N LINCOLN Chicago, IL"
1186,1186,1187,56182118,4/14/09 13:10,2009,2629 N CLARK,23,CPD,940060,PARK/STAND ON BICYCLE PATH,P424320,IL,TRK,Chicago,IL,"2629 N CLARK Chicago, IL"
1187,1187,1188,56307738,4/16/09 1:00,2009,2438 N LINCOLN,19,CPD,940060,PARK/STAND ON BICYCLE PATH,7372DN,IL,ORG,Chicago,IL,"2438 N LINCOLN Chicago, IL"
1188,1188,1189,56120378,4/15/09 1:50,2009,3525 N CLARK,23,CPD,940060,PARK/STAND ON BICYCLE PATH,1234TX,IL,TXI,Chicago,IL,"3525 N CLARK Chicago, IL"
1189,1189,1190,56120379,4/15/09 1:50,2009,3525 N CLARK,23,CPD,940060,PARK/STAND ON BICYCLE PATH,409TX,IL,TXI,Chicago,IL,"3525 N CLARK Chicago, IL"
1190,1190,1191,56120380,4/16/09 1:23,2009,3721 N HALSTED,23,CPD,940060,PARK/STAND ON BICYCLE PATH,1161TX,IL,TXI,Chicago,IL,"3721 N HALSTED Chicago, IL"
1191,1191,1192,56501726,4/15/09 13:45,2009,4623 S DREXEL,21,CPD,940060,PARK/STAND ON BICYCLE PATH,A207927,IL,PAS,Chicago,IL,"4623 S DREXEL Chicago, IL"
1192,1192,1193,56580813,4/17/09 1:49,2009,3419 N CLARK,23,CPD,940060,PARK/STAND ON BICYCLE PATH,A959145,IL,PAS,Chicago,IL,"3419 N CLARK Chicago, IL"
1193,1193,1194,56337406,4/14/09 9:21,2009,31 S CANAL,252,CPD,940060,PARK/STAND ON BICYCLE PATH,11429L,IL,TRK,Chicago,IL,"31 S CANAL Chicago, IL"
1194,1194,1195,56580212,4/17/09 3:40,2009,3709 N HALSTED,23,CPD,940060,PARK/STAND ON BICYCLE PATH,5529TX,IL,TXI,Chicago,IL,"3709 N HALSTED Chicago, IL"
1195,1195,1196,56320452,4/16/09 1:35,2009,2301 W PRATT,24,CPD,940060,PARK/STAND ON BICYCLE PATH,5539881,IL,PAS,Chicago,IL,"2301 W PRATT Chicago, IL"
1196,1196,1197,56698385,4/23/09 13:05,2009,1514 N WELLS,152,CPD,940060,PARK/STAND ON BICYCLE PATH,X905852,IL,PAS,Chicago,IL,"1514 N WELLS Chicago, IL"
1197,1197,1198,56580216,4/25/09 1:38,2009,3737 N BROADWAY,23,CPD,940060,PARK/STAND ON BICYCLE PATH,5909TX,IL,TXI,Chicago,IL,"3737 N BROADWAY Chicago, IL"
1198,1198,1199,56619048,5/1/09 0:05,2009,2428 N LINCOLN,19,CPD,940060,PARK/STAND ON BICYCLE PATH,X444019,IL,PAS,Chicago,IL,"2428 N LINCOLN Chicago, IL"
1199,1199,1200,56628639,5/4/09 20:05,2009,1067 W TAYLOR,12,CPD,940060,PARK/STAND ON BICYCLE PATH,G684059,IL,PAS,Chicago,IL,"1067 W TAYLOR Chicago, IL"
