X,Y,FID_1,Status,Match_addr,X,Y,id,ticketnum,date_,year_,unit,unitdesc,violation,violationd,license,licstate,lictype,address,city,state,zip,FID_2,CHICOMNO,DISTNAME,DISTITLE,CURRENCYEX,PPERCURREX,OID_,COMM_NUMBE,COMMUNITY_
-87.718564,41.877108,1339,M,"3712 W JACKSON BLVD, CHICAGO, IL 60624",-87.71856400000,41.87710800000,1433,62816300,2013/04/28,2013,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3712 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.719137,41.8771,1340,M,"3740 W JACKSON BLVD, CHICAGO, IL 60624",-87.71913700000,41.87710000000,1434,62816301,2013/04/28,2013,11,CPD,940060,PARK/STAND ON BICYCLE PATH,6909657,IL,PAS,3740 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.719178,41.8771,1341,M,"3742 W JACKSON BLVD, CHICAGO, IL 60624",-87.71917800000,41.87710000000,1435,62816302,2013/04/28,2013,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3742 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.719465,41.877096,1342,M,"3757 W JACKSON BLVD, CHICAGO, IL 60624",-87.71946500000,41.87709600000,1436,62816303,2013/04/28,2013,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3757 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.719342,41.877098,1343,M,"3751 W JACKSON BLVD, CHICAGO, IL 60624",-87.71934200000,41.87709800000,1437,62816304,2013/04/28,2013,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,FFM,3751 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.70978,41.884567,1344,M,"3352 W LAKE ST, CHICAGO, IL 60624",-87.70978000000,41.88456700000,1438,62816307,2013/04/28,2013,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IA,PAS,3352 W LAKE,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.71152,41.884659,1347,M,"3403 W LAKE ST, CHICAGO, IL 60624",-87.71152000000,41.88465900000,1442,62815801,2013/04/28,2013,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3403 W LAKE,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.711682,41.884664,1348,M,"3411 W LAKE ST, CHICAGO, IL 60624",-87.71168200000,41.88466400000,1443,62815803,2013/04/28,2013,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3411 W LAKE,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.718727,41.877106,1349,M,"3720 W JACKSON BLVD, CHICAGO, IL 60624",-87.71872700000,41.87710600000,1444,62815807,2013/05/02,2013,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3720 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.71658,41.877138,1352,M,"3620 W JACKSON BLVD, CHICAGO, IL 60624",-87.71658000000,41.87713800000,1447,62815064,2013/05/07,2013,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3620 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.716704,41.877136,1353,M,"3627 W JACKSON BLVD, CHICAGO, IL 60624",-87.71670400000,41.87713600000,1448,62815065,2013/05/07,2013,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3627 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.716329,41.877141,1357,M,"3610 W JACKSON BLVD, CHICAGO, IL 60624",-87.71632900000,41.87714100000,1453,62815811,2013/05/07,2013,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3610 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.716456,41.87714,1358,M,"3614 W JACKSON BLVD, CHICAGO, IL 60624",-87.71645600000,41.87714000000,1454,62815812,2013/05/07,2013,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3614 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.718523,41.877109,1359,M,"3710 W JACKSON BLVD, CHICAGO, IL 60624",-87.71852300000,41.87710900000,1455,62815813,2013/05/07,2013,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3710 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.709497,41.881832,1416,M,"3343 W WARREN AVE, CHICAGO, IL 60624",-87.70949700000,41.88183200000,1516,65205776,2015/02/11,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3343 W WARREN,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.709497,41.881832,1417,M,"3343 W WARREN AVE, CHICAGO, IL 60624",-87.70949700000,41.88183200000,1517,65515399,2015/02/11,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3343 W WARREN,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.706799,41.882786,1421,M,"3222 W WASHINGTON BLVD, CHICAGO, IL 60624",-87.70679900000,41.88278600000,1521,65094459,2015/02/11,2015,701,CPD,940060,PARK/STAND ON BICYCLE PATH,0,CO,PAS,3222 W WASHINGTON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.709497,41.881832,1452,M,"3343 W WARREN AVE, CHICAGO, IL 60624",-87.70949700000,41.88183200000,1556,65692860,2015/02/22,2015,25,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3343 W WARREN,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.699588,41.881959,1453,M,"2935 W WARREN BLVD, CHICAGO, IL 60612",-87.69958800000,41.88195900000,1557,65692861,2015/02/22,2015,25,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,2935 W WARREN,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.699588,41.881959,1454,M,"2935 W WARREN BLVD, CHICAGO, IL 60612",-87.69958800000,41.88195900000,1558,65692863,2015/02/22,2015,25,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TMP,2935 W WARREN,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.699112,41.881969,1455,M,"2915 W WARREN BLVD, CHICAGO, IL 60612",-87.69911200000,41.88196900000,1559,65692864,2015/02/22,2015,25,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,2915 W WARREN,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.709588,41.881832,1463,M,"3347 W WARREN BLVD, CHICAGO, IL 60624",-87.70958800000,41.88183200000,1567,65349202,2015/02/22,2015,7,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3347 W WARREN BLVD,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.699064,41.88197,1464,M,"2913 W WARREN BLVD, CHICAGO, IL 60612",-87.69906400000,41.88197000000,1568,65349209,2015/02/22,2015,7,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,2913 W WARREN BLVD,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.699635,41.881958,1526,M,"2937 W WARREN BLVD, CHICAGO, IL 60612",-87.69963500000,41.88195800000,1630,65517365,2015/03/09,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TRK,2937 W WARREN,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.719539,41.871434,1528,M,"745 S INDEPENDENCE BLVD, CHICAGO, IL 60624",-87.71953900000,41.87143400000,1632,65732788,2015/03/08,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,745 S INDEPENDENCE,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.720635,41.880328,1529,M,"17 S HAMLIN AVE, CHICAGO, IL 60624",-87.72063500000,41.88032800000,1633,65733568,2015/03/09,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,17 S HAMLIN,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.715646,41.878029,1604,M,"212 S CENTRAL PARK AVE, CHICAGO, IL 60624",-87.71564600000,41.87802900000,1712,64748026,2015/03/11,2015,2,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,212 S CENTRAL PARK,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.713788,41.884743,1892,M,"3510 W LAKE ST, CHICAGO, IL 60624",-87.71378800000,41.88474300000,2006,66117565,2015/12/13,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3510 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.71484,41.884803,1947,M,"3553 W LAKE ST, CHICAGO, IL 60624",-87.71484000000,41.88480300000,2061,66534722,2016/01/03,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3553 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.714514,41.884785,1948,M,"3539 W LAKE ST, CHICAGO, IL 60624",-87.71451400000,41.88478500000,2062,66534724,2016/01/03,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3539 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.71463,41.884791,1949,M,"3538 W LAKE ST, CHICAGO, IL 60624",-87.71463000000,41.88479100000,2063,66534725,2016/01/03,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,2492338,IL,PAS,3538 W LAKE,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.71469,41.884795,1950,M,"3540 W LAKE ST, CHICAGO, IL 60624",-87.71469000000,41.88479500000,2064,66534727,2016/01/03,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3540 W LAKE,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.707706,41.882774,1956,M,"3262 W WASHINGTON BLVD, CHICAGO, IL 60624",-87.70770600000,41.88277400000,2070,66685695,2016/01/01,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3262 W WASHINGTON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.702774,41.877362,1976,M,"3056 W JACKSON BLVD, CHICAGO, IL 60612",-87.70277400000,41.87736200000,2090,66686648,2016/01/07,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,6530585,IL,PAS,3056 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.714089,41.88476,2026,M,"3520 W LAKE ST, CHICAGO, IL 60624",-87.71408900000,41.88476000000,2141,66686527,2016/01/29,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3520 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.699687,41.884125,2056,M,"2934 W LAKE ST, CHICAGO, IL 60612",-87.69968700000,41.88412500000,2171,66405748,2016/02/10,2016,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,2934 W LAKE,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.708794,41.877299,2064,M,"3309 W JACKSON BLVD, CHICAGO, IL 60624",-87.70879400000,41.87729900000,2179,66806533,2016/02/12,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3309 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.719504,41.885071,2088,M,"3755 W LAKE ST, CHICAGO, IL 60624",-87.71950400000,41.88507100000,2204,67406477,2016/09/04,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3755 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.71946,41.885069,2089,M,"3753 W LAKE ST, CHICAGO, IL 60624",-87.71946000000,41.88506900000,2205,67406478,2016/09/04,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3753 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.719417,41.885066,2090,M,"3751 W LAKE ST, CHICAGO, IL 60624",-87.71941700000,41.88506600000,2206,67406479,2016/09/04,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3751 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.719374,41.885064,2091,M,"3749 W LAKE ST, CHICAGO, IL 60624",-87.71937400000,41.88506400000,2207,67406480,2016/09/04,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3749 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.719331,41.885061,2096,M,"3747 W LAKE ST, CHICAGO, IL 60624",-87.71933100000,41.88506100000,2212,67408046,2016/09/05,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3747 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.719547,41.885074,2097,M,"3757 W LAKE ST, CHICAGO, IL 60624",-87.71954700000,41.88507400000,2213,67408047,2016/09/04,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3757 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.719417,41.885066,2098,M,"3751 W LAKE ST, CHICAGO, IL 60624",-87.71941700000,41.88506600000,2214,67408048,2016/09/04,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3751 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.719374,41.885064,2099,M,"3749 W LAKE ST, CHICAGO, IL 60624",-87.71937400000,41.88506400000,2215,67408049,2016/09/04,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3749 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.718984,41.885041,2100,M,"3731 W LAKE ST, CHICAGO, IL 60624",-87.71898400000,41.88504100000,2216,67408050,2016/09/05,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3731 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.718681,41.885023,2101,M,"3717 W LAKE ST, CHICAGO, IL 60624",-87.71868100000,41.88502300000,2217,67408051,2016/09/04,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3717 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.718552,41.885016,2102,M,"3711 W LAKE ST, CHICAGO, IL 60624",-87.71855200000,41.88501600000,2218,67408052,2016/09/05,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3711 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.718508,41.885013,2103,M,"3709 W LAKE ST, CHICAGO, IL 60624",-87.71850800000,41.88501300000,2219,67408053,2016/09/05,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,6980076,IL,PAS,3709 W LAKE,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.720178,41.871981,2133,M,"718 S INDEPENDENCE BLVD, CHICAGO, IL 60624",-87.72017800000,41.87198100000,2251,67409808,2016/09/11,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TRK,718 S INDEPENDENCE,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.72067,41.880801,2142,M,"1 N HAMLIN AVE, CHICAGO, IL 60624",-87.72067000000,41.88080100000,2261,67269433,2016/09/19,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TMP,1 N HAMLIN,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.699493,41.881961,2195,M,"2931 W WARREN BLVD, CHICAGO, IL 60612",-87.69949300000,41.88196100000,2320,54205372,2008/02/22,2008,13,CPD,940060,PARK/STAND ON BICYCLE PATH,6678665,IL,PAS,2931 W WARREN,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.700029,41.882859,2352,M,"2951 W WASHINGTON BLVD, CHICAGO, IL 60612",-87.70002900000,41.88285900000,2482,54401596,2008/04/01,2008,13,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,2951 W WASHINGTON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.707071,41.882782,2499,M,"3234 W WASHINGTON BLVD, CHICAGO, IL 60624",-87.70707100000,41.88278200000,2642,55735859,2008/12/26,2008,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3234 W WASHINGTON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.707479,41.882777,2500,M,"3252 W WASHINGTON BLVD, CHICAGO, IL 60624",-87.70747900000,41.88277700000,2643,55735861,2008/12/26,2008,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3252 W WASHINGTON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.70757,41.882776,2501,M,"3256 W WASHINGTON BLVD, CHICAGO, IL 60624",-87.70757000000,41.88277600000,2644,55735862,2008/12/26,2008,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3256 W WASHINGTON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.705391,41.873687,2558,M,"3151 W HARRISON ST, CHICAGO, IL 60612",-87.70539100000,41.87368700000,2703,0,2009/05/26,2009,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3151 W HARRISON ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.69675,41.884232,3041,M,"2811 W LAKE ST, CHICAGO, IL 60612",-87.69675000000,41.88423200000,3229,61129242,2012/06/07,2012,13,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,2811 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.696678,41.884235,3042,M,"2809 W LAKE ST, CHICAGO, IL 60612",-87.69667800000,41.88423500000,3230,61129243,2012/06/07,2012,13,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,2809 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.696606,41.884238,3043,M,"2807 W LAKE ST, CHICAGO, IL 60612",-87.69660600000,41.88423800000,3231,61129244,2012/06/07,2012,13,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,2807 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.696534,41.88424,3044,M,"2805 W LAKE ST, CHICAGO, IL 60612",-87.69653400000,41.88424000000,3232,61129245,2012/06/07,2012,13,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,2805 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.696462,41.884243,3045,M,"2803 W LAKE ST, CHICAGO, IL 60612",-87.69646200000,41.88424300000,3233,61129246,2012/06/07,2012,13,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,2803 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.695488,41.884279,3046,M,"2749 W LAKE ST, CHICAGO, IL 60612",-87.69548800000,41.88427900000,3234,61129247,2012/06/07,2012,13,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,2749 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.695455,41.884281,3047,M,"2747 W LAKE ST, CHICAGO, IL 60612",-87.69545500000,41.88428100000,3235,61129248,2012/06/07,2012,13,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,2747 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.696894,41.884226,3048,M,"2815 W LAKE ST, CHICAGO, IL 60612",-87.69689400000,41.88422600000,3236,61129409,2012/06/08,2012,13,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,2815 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.696678,41.884235,3049,M,"2809 W LAKE ST, CHICAGO, IL 60612",-87.69667800000,41.88423500000,3237,61129410,2012/06/08,2012,13,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,2809 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.711682,41.884664,3051,M,"3411 W LAKE ST, CHICAGO, IL 60624",-87.71168200000,41.88466400000,3240,61309508,2012/06/05,2012,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3411 W LAKE,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.711642,41.884663,3052,M,"3409 W LAKE ST, CHICAGO, IL 60624",-87.71164200000,41.88466300000,3241,61309509,2012/06/05,2012,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3409 W LAKE,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.711682,41.884664,3053,M,"3411 W LAKE ST, CHICAGO, IL 60624",-87.71168200000,41.88466400000,3242,61309510,2012/06/05,2012,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3411 W LAKE,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.713608,41.884732,3054,M,"3504 W LAKE ST, CHICAGO, IL 60624",-87.71360800000,41.88473200000,3243,61309511,2012/06/06,2012,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3504 W LAKE,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.696606,41.884238,3055,M,"2807 W LAKE ST, CHICAGO, IL 60612",-87.69660600000,41.88423800000,3244,61129501,2012/06/08,2012,13,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,2807 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.696534,41.88424,3056,M,"2805 W LAKE ST, CHICAGO, IL 60612",-87.69653400000,41.88424000000,3245,61129502,2012/06/08,2012,13,CPD,940060,PARK/STAND ON BICYCLE PATH,3479838,IL,PAS,2805 W LAKE ST,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.716787,41.877135,3101,M,"3630 W JACKSON BLVD, CHICAGO, IL 60624",-87.71678700000,41.87713500000,3296,61297591,2012/07/01,2012,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3630 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.716994,41.877132,3102,M,"3640 W JACKSON BLVD, CHICAGO, IL 60624",-87.71699400000,41.87713200000,3297,61297592,2012/07/01,2012,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3640 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.717036,41.877131,3103,M,"3642 W JACKSON BLVD, CHICAGO, IL 60624",-87.71703600000,41.87713100000,3298,61297593,2012/07/01,2012,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3642 N JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.717201,41.877129,3104,M,"3650 W JACKSON BLVD, CHICAGO, IL 60624",-87.71720100000,41.87712900000,3299,61297594,2012/07/01,2012,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3650 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.717242,41.877128,3105,M,"3652 W JACKSON BLVD, CHICAGO, IL 60624",-87.71724200000,41.87712800000,3300,61297595,2012/07/01,2012,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3652 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.717325,41.877127,3106,M,"3656 W JACKSON BLVD, CHICAGO, IL 60624",-87.71732500000,41.87712700000,3301,61297596,2012/07/01,2012,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TMP,3656 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.718236,41.877113,3107,M,"3700 W JACKSON BLVD, CHICAGO, IL 60624",-87.71823600000,41.87711300000,3302,61297597,2012/07/01,2012,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3700 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.718319,41.877112,3108,M,"3704 W JACKSON BLVD, CHICAGO, IL 60624",-87.71831900000,41.87711200000,3303,61297598,2012/07/01,2012,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3704 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.718523,41.877109,3109,M,"3710 W JACKSON BLVD, CHICAGO, IL 60624",-87.71852300000,41.87710900000,3304,61297599,2012/07/01,2012,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3710 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.714141,41.884763,3129,M,"3523 W LAKE ST, CHICAGO, IL 60624",-87.71414100000,41.88476300000,3340,61296967,2012/07/07,2012,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TMP,3523 W LAKE,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.711682,41.884664,3130,M,"3411 W LAKE ST, CHICAGO, IL 60624",-87.71168200000,41.88466400000,3341,61306521,2012/07/07,2012,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3411 W LAKE,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
-87.717367,41.877126,3146,M,"3658 W JACKSON BLVD, CHICAGO, IL 60624",-87.71736700000,41.87712600000,3368,61312352,2012/07/26,2012,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3658 W JACKSON,Chicago,IL,,27,0027,27,East Garfield Park,3,6957,26,27,East Garfield Park
