id,ticketnum,date,year,unit,unitdesc,violation,violationdesc,license,licstate,lictype,address,city,state,zip
177,50176438,6/9/06 18:15,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,8684484,IL,PAS,1610 N WELLS,Chicago,IL,
178,50251727,6/3/06 12:39,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,ITALIA6,IL,PAS,1715 N WELLS,Chicago,IL,
179,50257644,6/4/06 21:17,2006,7,CPD,940060,PARK/STAND ON BICYCLE PATH,9091901,IL,PAS,6550 S DAMEN,Chicago,IL,
180,50258313,6/7/06 6:31,2006,7,CPD,940060,PARK/STAND ON BICYCLE PATH,162F745,IL,TMP,1227 W 6700 STREET,Chicago,IL,
181,50339355,6/8/06 17:55,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7365892,IL,PAS,4821 S DREXEL,Chicago,IL,
182,50339357,6/8/06 18:01,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,HANDFL1,IL,PAS,4525 S DREXEL,Chicago,IL,
183,50218426,6/10/06 15:36,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,2756903,IL,PAS,4225 W 26ST,Chicago,IL,
184,50339372,6/10/06 20:03,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,1342096,IL,PAS,4905 S DREXEL,Chicago,IL,
185,50176728,6/9/06 10:52,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,T650231,IL,PAS,1837 N HALSTED,Chicago,IL,
186,50339577,6/12/06 22:40,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,299G339,IL,TMP,4748 S DREXEL,Chicago,IL,
187,50028364,6/13/06 19:07,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,6604081,IL,PAS,4601 S DREXEL,Chicago,IL,
188,50179516,6/13/06 9:54,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,2901TX,IL,TXI,440 N WELLS,Chicago,IL,
189,50218946,6/14/06 17:16,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,3712085,IL,PAS,4034 W 26TH ST,Chicago,IL,
190,50332164,6/16/06 23:08,2006,14,CPD,940060,PARK/STAND ON BICYCLE PATH,9842857,IL,PAS,1671 N ELSTON,Chicago,IL,
191,50255280,6/15/06 7:58,2006,8,CPD,940060,PARK/STAND ON BICYCLE PATH,673G950,IL,TMP,3441 W MARQUETTE ROAD,Chicago,IL,
192,50279310,6/7/06 23:30,2006,4,CPD,940060,PARK/STAND ON BICYCLE PATH,96P6729,IN,PAS,8122 S SHORE DR,Chicago,IL,
193,50339602,6/15/06 16:30,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,3081058,IL,PAS,3900 S LAKE SHORE DR,Chicago,IL,
194,50339830,6/14/06 19:17,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7441906,IL,PAS,4537 S DREXEL,Chicago,IL,
195,50339837,6/14/06 20:48,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9849179,IL,PAS,4554 S DREXEL,Chicago,IL,
196,50339848,6/5/06 17:58,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,6606090,IL,PAS,4821 S DREXEL,Chicago,IL,
197,50339850,6/15/06 20:50,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,8018911,IL,PAS,4520 S DREXEL,Chicago,IL,
198,50340404,6/16/06 19:11,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,6033334,IL,PAS,4716 S DREXEL,Chicago,IL,
199,50340406,6/16/06 19:24,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,155G575,IL,TMP,4716 S DREXEL,Chicago,IL,
200,50340407,6/16/06 19:25,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7636189,IL,PAS,4916 S DREXEL,Chicago,IL,
201,50184998,6/19/06 17:30,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,B448223,IL,PAS,1749 N WELLS,Chicago,IL,
202,50184999,6/19/06 17:56,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,T653476,IL,PAS,2020 N LINCOLN,Chicago,IL,
203,50277333,6/15/06 23:25,2006,4,CPD,940060,PARK/STAND ON BICYCLE PATH,199G427,IL,TMP,8224 S SOUTH SHORE DR,Chicago,IL,
204,50279317,6/15/06 18:00,2006,4,CPD,940060,PARK/STAND ON BICYCLE PATH,4779331,IL,PAS,7701 S SHORE DR,Chicago,IL,
205,50298913,6/24/06 2:45,2006,19,CPD,940060,PARK/STAND ON BICYCLE PATH,1802TX,IL,TXI,2625 N LINCOLN,Chicago,IL,
206,50341176,6/22/06 17:02,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,97295FB,IL,TRK,3859 S LAKE SHORE DR,Chicago,IL,
207,50351499,6/25/06 3:00,2006,13,CPD,940060,PARK/STAND ON BICYCLE PATH,5871970,IL,PAS,2719 W AUGUSTA,Chicago,IL,
208,50897504,6/24/06 2:16,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,7907880,IL,PAS,4137 W 26TH PL,Chicago,IL,
209,50255297,6/26/06 8:39,2006,8,CPD,940060,PARK/STAND ON BICYCLE PATH,6294742,IL,PAS,3421 W MARQUETTE ROAD,Chicago,IL,
210,50269716,6/26/06 16:13,2006,3,CPD,940060,PARK/STAND ON BICYCLE PATH,34490DB,IL,TRK,5531 S LAKE SHORE DR,Chicago,IL,
211,50351383,6/27/06 17:30,2006,13,CPD,940060,PARK/STAND ON BICYCLE PATH,3278882,IL,PAS,1904 W DIVISION,Chicago,IL,
212,47795653,6/25/06 10:40,2006,1,CPD,940060,PARK/STAND ON BICYCLE PATH,ACH6237,NY,PAS,900 S COLUMBUS,Chicago,IL,
213,47795654,6/25/06 10:45,2006,1,CPD,940060,PARK/STAND ON BICYCLE PATH,42330G,IL,TRK,900 S COLUMBUS,Chicago,IL,
214,47795655,6/25/06 10:45,2006,1,CPD,940060,PARK/STAND ON BICYCLE PATH,5983940,IL,PAS,900 S COLUMBUS-,Chicago,IL,
215,47795656,6/25/06 10:45,2006,1,CPD,940060,PARK/STAND ON BICYCLE PATH,6438171,IL,PAS,900 S COLUMBUS,Chicago,IL,
216,47795657,6/25/06 10:45,2006,1,CPD,940060,PARK/STAND ON BICYCLE PATH,6582137,IL,PAS,900 S COLUMBUS,Chicago,IL,
217,47795658,6/25/06 10:45,2006,1,CPD,940060,PARK/STAND ON BICYCLE PATH,NUMBAJD,IL,PAS,900 S COLUMBUS,Chicago,IL,
218,49950291,6/8/06 17:30,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,T429835,IL,PAS,1538 N WELLS,Chicago,IL,
219,50341505,6/28/06 17:50,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,VVZ700,IL,PAS,3901 S LAKE SHORE DR,Chicago,IL,
220,50341506,6/30/06 22:59,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,12660HB,IL,TMP,3901 S LAKE SHORE DR,Chicago,IL,
221,50344616,6/30/06 19:44,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,6552322,IL,PAS,1640 N HALSTED,Chicago,IL,
222,50244882,6/30/06 14:04,2006,16,CPD,940060,PARK/STAND ON BICYCLE PATH,8476474,IL,PAS,4539 N ELSTON,Chicago,IL,
223,50341140,7/1/06 20:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,94N4719,IN,PAS,4400 S DREXEL BLVD,Chicago,IL,
224,50341141,7/1/06 20:05,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,4542140,IL,PAS,4740 S DREXEL BLVD,Chicago,IL,
225,50341516,7/2/06 16:51,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,96A2989,IN,PAS,3141 S LAKE SHORE,Chicago,IL,
226,50346665,6/30/06 10:27,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,Y478106,IL,PAS,1647 N WELLS,Chicago,IL,
227,50456309,7/1/06 19:35,2006,24,CPD,940060,PARK/STAND ON BICYCLE PATH,5826151,IL,PAS,6011 N KENMORE,Chicago,IL,
228,50338371,6/30/06 22:30,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,8102222,IL,PAS,3900 S LAKE SHORE DR,Chicago,IL,
229,50343113,6/26/06 19:20,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,409KZW,IA,PAS,2250 N LINCOLN,Chicago,IL,
230,49618585,7/1/06 15:00,2006,3,CPD,940060,PARK/STAND ON BICYCLE PATH,9769749,IL,PAS,5859 S CORNELL,Chicago,IL,
231,50105340,5/30/06 10:49,2006,12,CPD,940060,PARK/STAND ON BICYCLE PATH,1203TX,IL,TXI,851 W WASHINGTON,Chicago,IL,
232,50105341,5/30/06 11:56,2006,12,CPD,940060,PARK/STAND ON BICYCLE PATH,LYR120,IL,PAS,919 W WASHINGTON,Chicago,IL,
233,50105342,5/30/06 11:58,2006,12,CPD,940060,PARK/STAND ON BICYCLE PATH,4724TX,IL,TXI,919 W WASHINGTON,Chicago,IL,
234,50105347,6/5/06 9:24,2006,12,CPD,940060,PARK/STAND ON BICYCLE PATH,14483144,IL,PAS,901 W WASHINGTON,Chicago,IL,
235,50190289,7/8/06 13:40,2006,216,CPD,940060,PARK/STAND ON BICYCLE PATH,6772112,IL,PAS,540 N DEARBORN,Chicago,IL,
236,50337877,7/7/06 18:40,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,T456299,IL,PAS,3221 S LAKE SHORE DR,Chicago,IL,
237,50341518,7/5/06 20:15,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9873523,IL,PAS,3141 S LAKE SHORE DR,Chicago,IL,
238,50425380,6/27/06 23:10,2006,4,CPD,940060,PARK/STAND ON BICYCLE PATH,DMJR2,IL,PAS,7950 S SOUTH SHORE DR,Chicago,IL,
239,50449191,6/22/06 8:15,2006,12,CPD,940060,PARK/STAND ON BICYCLE PATH,ZBU392,IL,PAS,901 W WASHINGTON,Chicago,IL,
240,50449192,6/22/06 8:22,2006,12,CPD,940060,PARK/STAND ON BICYCLE PATH,5282343,IL,PAS,901 N WASHINGTON,Chicago,IL,
241,48943265,7/6/06 16:34,2006,216,CPD,940060,PARK/STAND ON BICYCLE PATH,9891927,IL,PAS,239 E RANDOLPH,Chicago,IL,
242,49455441,7/9/06 11:45,2006,55,CPD,940060,PARK/STAND ON BICYCLE PATH,6238011,IL,PAS,750 S COLUMBUS,Chicago,IL,
243,49455442,7/9/06 11:46,2006,55,CPD,940060,PARK/STAND ON BICYCLE PATH,863DD,IL,PAS,750 S COLUMBUS,Chicago,IL,
244,49455443,7/9/06 11:50,2006,55,CPD,940060,PARK/STAND ON BICYCLE PATH,9792399,IL,PAS,750 S -COLUMBUS,Chicago,IL,
245,49455444,7/9/06 11:50,2006,55,CPD,940060,PARK/STAND ON BICYCLE PATH,6712246,IL,PAS,750 S COLUMBUS,Chicago,IL,
246,49455445,7/9/06 11:51,2006,55,CPD,940060,PARK/STAND ON BICYCLE PATH,6340284,IL,PAS,750 S COLUMBUS,Chicago,IL,
247,49455447,7/9/06 11:52,2006,55,CPD,940060,PARK/STAND ON BICYCLE PATH,6521135,IL,PAS,750 S COLUMBUS,Chicago,IL,
248,49455450,7/9/06 12:00,2006,55,CPD,940060,PARK/STAND ON BICYCLE PATH,PBTCORP,IL,PAS,750 S COLUMBUS,Chicago,IL,
249,49455451,7/9/06 12:10,2006,55,CPD,940060,PARK/STAND ON BICYCLE PATH,67A932,IL,MCY,751 S COLUMBUS,Chicago,IL,
250,49455452,7/9/06 12:12,2006,55,CPD,940060,PARK/STAND ON BICYCLE PATH,7516912,IL,PAS,801 S COLUMBUS,Chicago,IL,
251,49455453,7/9/06 12:11,2006,55,CPD,940060,PARK/STAND ON BICYCLE PATH,ARTHUR,IL,PAS,811 S COLUMBUS,Chicago,IL,
252,49455454,7/9/06 12:15,2006,55,CPD,940060,PARK/STAND ON BICYCLE PATH,3900893,IL,PAS,851 S COLUMBUS,Chicago,IL,
253,49455456,7/9/06 12:15,2006,55,CPD,940060,PARK/STAND ON BICYCLE PATH,ZFOUR2,IL,PAS,901 S COLUMBUS,Chicago,IL,
254,50345036,7/9/06 20:09,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,555AJZ,KY,PAS,2222 N HALSTED,Chicago,IL,
255,50348294,7/7/06 12:13,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,6731643,IL,PAS,1407 N WELLS,Chicago,IL,
256,50341522,7/9/06 18:46,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,3906619,IL,PAS,3901 S LAKE SHORE DR,Chicago,IL,
257,50348012,7/11/06 18:20,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,7678784,IL,PAS,1318 N WELLS,Chicago,IL,
258,50421870,7/8/06 22:42,2006,1,CPD,940060,PARK/STAND ON BICYCLE PATH,8009889,IL,PAS,1220 S WABASH,Chicago,IL,
259,50348018,7/12/06 19:17,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,9986010,IL,PAS,1601 N WELLS,Chicago,IL,
260,50099272,7/8/06 9:00,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,5394122,IL,PAS,6340 N WINTHROP,Chicago,IL,
261,50295238,6/8/06 11:59,2006,12,CPD,940060,PARK/STAND ON BICYCLE PATH,6169TX,IL,TXI,855 W WASHINGTON,Chicago,IL,
262,50295239,6/12/06 10:37,2006,12,CPD,940060,PARK/STAND ON BICYCLE PATH,4467441,IL,PAS,1017 W WASHINGTON,Chicago,IL,
263,50295242,6/13/06 10:45,2006,12,CPD,940060,PARK/STAND ON BICYCLE PATH,1077543,IL,PAS,911 W WASHINGTON,Chicago,IL,
264,50337602,7/14/06 18:49,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,2285094,IL,PAS,3901 S 3LAKE SHORE DR,Chicago,IL,
265,50337605,7/15/06 17:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,2665714,IL,PAS,3143 S LAKE SHORE DR,Chicago,IL,
266,50298631,7/21/06 1:00,2006,19,CPD,940060,PARK/STAND ON BICYCLE PATH,6009298,IL,PAS,2518 N LINCOLN,Chicago,IL,
267,50337625,7/23/06 17:05,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,8557032,IL,PAS,3113 S LAKE SHORE DR,Chicago,IL,
268,50534510,7/22/06 18:05,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,D550390,IL,PAS,3901 S LAKE SHORE DR,Chicago,IL,
269,50343184,7/16/06 22:19,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,6560180,IL,PAS,1600 N LAKE S HORE DR,Chicago,IL,
270,50076403,7/15/06 13:29,2006,11,CPD,940060,PARK/STAND ON BICYCLE PATH,533RFD,IA,PAS,3916 W WASHINGTON,Chicago,IL,
271,50534050,7/24/06 20:40,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,1742838,IL,PAS,3901 S LAKE SHORE DR,Chicago,IL,
272,50536795,7/26/06 1:39,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,DQU2034,OH,PAS,5045 S HYDE PARK BLV,Chicago,IL,
273,50345561,7/23/06 14:19,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,7037608,IL,PAS,319 W ARMITAGE,Chicago,IL,
274,50347642,7/27/06 13:17,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,7031837,IL,PAS,1405 N WELLS,Chicago,IL,
275,50500241,7/28/06 1:30,2006,7,CPD,940060,PARK/STAND ON BICYCLE PATH,,IL,PAS,816 W MARQUETTE,Chicago,IL,
276,50600063,7/27/06 11:30,2006,17,CPD,940060,PARK/STAND ON BICYCLE PATH,151767D,IL,TRK,3820 W LAWRENCE,Chicago,IL,
277,49827796,7/12/06 0:45,2006,13,CPD,940060,PARK/STAND ON BICYCLE PATH,2442TX,IL,TXI,1656 W DIVISION,Chicago,IL,
278,50280490,7/23/06 17:15,2006,4,CPD,940060,PARK/STAND ON BICYCLE PATH,1654707,IL,PAS,8210 S SOUTH SHORE DR,Chicago,IL,
279,50350342,7/31/06 22:05,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,7151697,IL,PAS,1716 N WELLS,Chicago,IL,
280,50423202,7/15/06 15:37,2006,4,CPD,940060,PARK/STAND ON BICYCLE PATH,801261,IN,APP,2414 E 83RD ST,Chicago,IL,
281,50534011,7/31/06 16:52,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9874682,IL,PAS,3859 S LAKE SHORE DR,Chicago,IL,
282,50592451,7/31/06 10:21,2006,24,CPD,940060,PARK/STAND ON BICYCLE PATH,6757126,IL,PAS,5962 N WINTHROP,Chicago,IL,
283,50182813,8/7/06 17:55,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,71Y5118,IN,PAS,3859 S LAKE SHORE DR,Chicago,IL,
284,50451527,7/27/06 18:50,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,2399TX,IL,TXI,1600 N LAKE SHORE DR,Chicago,IL,
285,50452044,8/8/06 16:11,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,SPD178,IL,PAS,1425 N WELLS,Chicago,IL,
286,50454156,8/3/06 16:05,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,2425557,IL,PAS,952 W ARMITAGE,Chicago,IL,
287,50610737,8/12/06 21:30,2006,4,CPD,940060,PARK/STAND ON BICYCLE PATH,7847383,IL,PAS,8224 S SOUTH SHORE DR,Chicago,IL,
288,50463951,8/10/06 17:00,2006,19,CPD,940060,PARK/STAND ON BICYCLE PATH,7405115,IL,PAS,2639 N HALSTED,Chicago,IL,
289,50418817,8/3/06 16:30,2006,1,CPD,940060,PARK/STAND ON BICYCLE PATH,4654767,IL,PAS,43 E 18TH ST,Chicago,IL,
290,50743580,8/16/06 17:50,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,5661296,IL,PAS,3901 S LAKE SHORE DR,Chicago,IL,
291,50468631,8/18/06 1:27,2006,3,CPD,940060,PARK/STAND ON BICYCLE PATH,5918989,IL,PAS,567 E MARQUETTE,Chicago,IL,
292,50658638,8/20/06 17:15,2006,23,CPD,940060,PARK/STAND ON BICYCLE PATH,6592271,IL,TRK,600 W MONTROSE,Chicago,IL,
293,50658639,8/20/06 16:36,2006,23,CPD,940060,PARK/STAND ON BICYCLE PATH,83396D,IL,TRK,300 W MONTROSE HARBOR DR,Chicago,IL,
294,50690587,8/19/06 19:38,2006,3,CPD,940060,PARK/STAND ON BICYCLE PATH,6604824,IL,PAS,6200 S LAKE SHORE DR,Chicago,IL,
295,50737795,8/20/06 18:48,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,CBW838,IL,PAS,3859 S LAKE SHORE DR,Chicago,IL,
296,50743309,8/20/06 20:25,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9384554,IL,PAS,5500 S SHORE DRIVE,Chicago,IL,
297,50743876,8/19/06 17:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,38660H,IL,PAS,3201 S LAKE SHORE DR,Chicago,IL,
298,50743885,8/17/06 19:35,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,2103CD,IL,PAS,4931 S DREXEL,Chicago,IL,
299,50274046,8/20/06 11:12,2006,11,CPD,940060,PARK/STAND ON BICYCLE PATH,8522146,IL,PAS,4049 W CHICAGO,Chicago,IL,
300,50423584,7/15/06 17:08,2006,4,CPD,940060,PARK/STAND ON BICYCLE PATH,293G126,IL,TMP,8145 S SHORE DR,Chicago,IL,
301,50737796,8/23/06 17:59,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,3430082,IL,PAS,3859 S LAKE SHORE DR,Chicago,IL,
302,48943872,8/16/06 19:12,2006,216,CPD,940060,PARK/STAND ON BICYCLE PATH,5451409,IL,PAS,2400 N LAKE SHORE DR,Chicago,IL,
303,50654399,8/26/06 17:56,2006,23,CPD,940060,PARK/STAND ON BICYCLE PATH,8447307,IL,PAS,3444 N HALSTED,Chicago,IL,
304,50472132,8/27/06 17:15,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,2241B,IL,USM,4019 W 26TH ST,Chicago,IL,
305,50610750,8/25/06 21:55,2006,4,CPD,940060,PARK/STAND ON BICYCLE PATH,9655645,IL,PAS,7710 S SOUTH SHORE DR,Chicago,IL,
306,50723926,8/25/06 21:55,2006,4,CPD,940060,PARK/STAND ON BICYCLE PATH,4879943,IL,PAS,7653 S SOUTH SHORE DR,Chicago,IL,
307,49816337,6/7/06 13:45,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,J144028,IL,PAS,1710 N WELLS,Chicago,IL,
308,50517574,8/31/06 5:34,2006,13,CPD,940060,PARK/STAND ON BICYCLE PATH,8518653,IL,PAS,2647 W AUGUSTA,Chicago,IL,
309,50724140,8/29/06 18:50,2006,4,CPD,940060,PARK/STAND ON BICYCLE PATH,8174819,IL,PAS,7935 S SOUTH SHORE DR,Chicago,IL,
310,50724141,8/29/06 18:50,2006,4,CPD,940060,PARK/STAND ON BICYCLE PATH,5402970,IL,PAS,7935 S SHORE DR,Chicago,IL,
311,50724142,8/27/06 18:50,2006,4,CPD,940060,PARK/STAND ON BICYCLE PATH,8549777,IL,PAS,7935 S SOUTH SHORE DR,Chicago,IL,
312,50738356,9/1/06 18:19,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,1271164,IL,PAS,3859 S LAKE SHORE DR,Chicago,IL,
313,50190501,9/3/06 17:31,2006,216,CPD,940060,PARK/STAND ON BICYCLE PATH,8945285,IL,PAS,239 E RANDOLPH,Chicago,IL,
314,50472136,9/2/06 12:00,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,18401FF,IL,IFF,4010 W 26TH ST,Chicago,IL,
315,50533684,9/3/06 17:10,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,6777722,IL,PAS,3859 S LAKE SHORE DR,Chicago,IL,
316,50738362,9/2/06 17:39,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,1750400,IL,PAS,3859 S LAKE SHORE DR,Chicago,IL,
317,50787501,9/2/06 17:30,2006,4,CPD,940060,PARK/STAND ON BICYCLE PATH,4516434,IL,PAS,8033 S SOUTH SHORE DR,Chicago,IL,
318,50811671,9/3/06 19:49,2006,7,CPD,940060,PARK/STAND ON BICYCLE PATH,8579787,IL,PAS,700 W MARQUETTE,Chicago,IL,
319,50340423,7/4/06 22:25,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,6017225,IL,PAS,4917 S DREXEL BLVD,Chicago,IL,
320,50740204,9/4/06 22:15,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,1137738,IL,PAS,5039 S DREXEL,Chicago,IL,
321,50740431,9/5/06 18:08,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,J383008,IL,PAS,4659 S DREXEL,Chicago,IL,
322,50763291,9/7/06 6:23,2006,13,CPD,940060,PARK/STAND ON BICYCLE PATH,VTC302,IL,PAS,1854 W AUGUSTA,Chicago,IL,
323,50472146,9/6/06 10:47,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,6923623,IL,PAS,4224 W 26TH ST,Chicago,IL,
324,50740179,1/8/06 16:35,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7641277,IL,PAS,3101 S LAKE SHORE DR,Chicago,IL,
325,50740180,9/8/06 21:29,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,6301124,IL,PAS,3101 S LAKE SHORE DR,Chicago,IL,
326,50845144,9/4/06 14:34,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,4607931,IL,PAS,321 W ARMITAGE,Chicago,IL,
327,50793557,9/5/06 11:27,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,50385CB,IL,TRK,1715 N WELLS,Chicago,IL,
328,50190516,9/8/06 17:16,2006,216,CPD,940060,PARK/STAND ON BICYCLE PATH,9861264,IL,PAS,239 E RANDOLPH,Chicago,IL,
329,50190517,9/8/06 17:18,2006,216,CPD,940060,PARK/STAND ON BICYCLE PATH,5892626,IL,PAS,239 E RANDOLPH,Chicago,IL,
330,50740181,9/9/06 22:34,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,H30RMN,FL,PAS,1402 E 51ST,Chicago,IL,
331,50740182,9/9/06 22:40,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,DE456,MI,PAS,1402 E 51ST,Chicago,IL,
332,50742612,9/9/06 21:30,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7367962,IL,PAS,4917 S DREXEL,Chicago,IL,
333,50742613,4/9/06 19:35,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,D500614,IL,PAS,4611 S DREXEL BLVD,Chicago,IL,
334,50810702,9/11/06 16:28,2006,7,CPD,940060,PARK/STAND ON BICYCLE PATH,SUGARF1,IL,PAS,1649 W MARQUETTE,Chicago,IL,
335,50817196,9/12/06 17:50,2006,14,CPD,940060,PARK/STAND ON BICYCLE PATH,4490601,IL,PAS,2029 W DIVISION,Chicago,IL,
336,50844973,9/10/06 18:35,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,6445384,IL,PAS,1613 N WELLS,Chicago,IL,
337,50824522,9/14/06 8:45,2006,8,CPD,940060,PARK/STAND ON BICYCLE PATH,6352223,IL,PAS,3309 W MARQUETTE ROAD,Chicago,IL,
338,50533692,9/16/06 18:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,4ZJD887,IL,PAS,3859 S LAKE SHORE DR,Chicago,IL,
339,50741951,9/14/06 1:29,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,OAK88N,MO,PAS,1715 S SHORE DR,Chicago,IL,
340,50742202,9/17/06 22:16,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,8602168,IL,PAS,4659 S DREXEL,Chicago,IL,
341,50742278,9/13/06 19:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,8615376,MI,PAS,4740 S DREXEL,Chicago,IL,
342,50742298,9/17/06 22:15,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,EN25ZA,OH,PAS,4915 S DREXEL,Chicago,IL,
343,50742300,4/17/06 22:15,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,8102376,IL,PAS,4917 S DREXEL,Chicago,IL,
344,50916032,9/17/06 8:45,2006,8,CPD,940060,PARK/STAND ON BICYCLE PATH,RGH395,IL,PAS,3309 W MARQUETTE RD,Chicago,IL,
345,50919435,9/15/06 14:54,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,D601647,IL,PAS,2229 N LINCOLN,Chicago,IL,
346,50765601,9/22/06 1:09,2006,13,CPD,940060,PARK/STAND ON BICYCLE PATH,18677TX,IL,TXI,2441 W CHICAGO,Chicago,IL,
347,50741176,9/25/06 16:30,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,1479TX,IL,TXI,51 E 26TH STREET,Chicago,IL,
348,50638209,9/25/06 17:10,2006,25,CPD,940060,PARK/STAND ON BICYCLE PATH,18964TW,IL,PAS,3720 W DIVERSEY,Chicago,IL,
349,50828844,9/26/06 20:23,2006,3,CPD,940060,PARK/STAND ON BICYCLE PATH,37152F,IL,PAS,75 E MARQUETTE,Chicago,IL,
350,50839379,9/26/06 1:50,2006,23,CPD,940060,PARK/STAND ON BICYCLE PATH,9920377,IL,PAS,3953 N SOUTHPORT,Chicago,IL,
351,50931149,9/28/06 2:25,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,8579727,IL,PAS,3101 S LAKE FRONT,Chicago,IL,
352,50765072,9/30/06 17:07,2006,13,CPD,940060,PARK/STAND ON BICYCLE PATH,1924DL,IL,PAS,2020  DIVISION,Chicago,IL,
